plot ID,site,arbeitsname,Name,Betula_pendula_TL,Picea_abies_TL,Pinus_sylvestris_TL,Betula_pubescens_TL,Agrostis_capillaris_HL,Agrostis_stolonifera_HL,Betula_HL,Brachypodium_sylvaticum_HL,Calamagrostis_epigejos_HL,Callitriche_palustris_HL,Calluna_vulgaris_HL,Carex_canescens_HL,Carex_echinata_HL,Carex_nigra_HL,Carex_pilulifera_HL,Carex_rostrata_HL,Deschampsia_cespitosa_HL,Digitalis_purpurea_HL,Dryopteris_carthusiana_HL,Epilobium_angustifolium_HL,Eriophorum_angustifolium_HL,Frangula_alnus_HL,Holcus_lanatus_HL,Juncus_bulbosus_HL,Juncus_effusus_HL,Luzula_multiflora_HL,Luzula_pilosa_HL,Lycopus_europaeus_HL,Molinia_caerulea_HL,Picea_abies_HL,Pinus_sylvestris_HL,Pteridium_aquilinum_HL,Quercus_robur_HL,Rubus_caesius_HL,Salix_aurita_HL,Schedonorus_giganteus_HL,Scrophularia_nodosa_HL,Vaccinium_myrtillus_HL,Vaccinium_oxycoccos_HL,Vaccinium_vitis_idaea_HL,Typha_latifolia_HL,Campylopus_flexuosus_ML,Campylopus_pyriformis_ML,Dicranella_cerviculata_ML,Dicranodontium_denudatum_ML,Dicranum_flagellare_ML,Dicranum_scoparia_ML,Fuscocephaloziopsis_connivens_ML,Hypnum_cupressiforme_ML,Hypnum_jutlandicum_ML,Lepidozia_reptans_ML,Leucobryum_glaucum_ML,Lophocolea_heterophylla_ML,Mnium_hornum_ML,Pohlia_nutans_ML,Polytrichum_formosum_ML,Riccardia_latifrons_ML,Sphagnum_auriculatum_ML,Sphagnum_capillifolium_ML,Sphagnum_cuspidatum_ML,Sphagnum_fallax_ML,Sphagnum_fimbriatum_ML,Sphagnum_girgensohnii_ML,Sphagnum_russowii_ML,Sphagnum_squarrosum_ML,Tetraphis_pellucida_ML,Betula_pendula_SL,Betula_pubescens_SL,Fagus_sylvatica_SL,Frangula_alnus_SL,Picea_abies_SL,Pinus_sylvestris_SL,Salix_aurita_SL
110,Meu_trock,SM28,MT110,,,,,,,"4,5",,,,,,,,,,,,"4,5",,,,,,,,,,38,,"0,5",,,,,,,,,,,"0,1",,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,
111,Meu_trock,SM29,MT111,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,38,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,
112,Meu_trock,SM30,MT112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Meu_nass,OM1,MN1,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,18,,,,,,,,,"0,5",,38,,,,,,,,,,,,18,,,,,,,,,,,,
114,Meu_nass,OM2,MN2,,,38,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,"0,5",,,,,"4,5",,,,,,,,,,,,
115,Meu_nass,OM3,MN3,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,"0,1",,,,,,,"4,5",,,,,,,,,,,,"4,5",,,,,"0,1",,,,,,,
116,Meu_nass,OM4,MN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,
117,Meu_nass,OM5,MN5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,88,,,,,,,,,,,,
118,Meu_nass,OM6,MN6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,"0,1",,"0,1",,,,,,,"0,1",,,,,88,,,,,,,,,,,,
119,Meu_nass,OM7,MN7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,
120,Meu_nass,OM8,MN8,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,63,,,,,,,,,,,,
121,Meu_nass,OM9,MN9,,,,,,,,,,,,,,,,18,,,,,,,,,"4,5",,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,63,,,,,,,,,,,,
122,Meu_nass,OM10,MN10,,,,,,,"0,5",,,,,,,,,"4,5",,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,"4,5",38,,,,,,,,,,,,
123,Meu_nass,OM11,MN11,,,,,,,,,,,,,,,,"4,5",,,,,,,,,"4,5",,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,,,,,,,,,,,,
124,Meu_nass,OM12,MN12,,,,,,,,,,,,,,,,18,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,18,,,,,,,,,,,,
125,Meu_nass,OM13,MN13,,,,,,,,,,,,,,,,18,,,,,,,,,38,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
126,Meu_nass,OM14,MN14,,,,,,,,,,,,,,,,"4,5",,,,,,,,,"0,5",,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,63,,,,,,,,,,,,
127,Meu_nass,OM15,MN15,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,18,38,,,,,,,,,,,,
128,Meu_nass,OM16,MN16,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,
129,Meu_nass,OM17,MN17,,,,,,,,,,,,,,,,"0,5",,,,,,,,,18,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
130,Meu_nass,OM18,MN18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,"4,5",,,,,,38,,,"0,5",,,,,,,,,"4,5",,,,,,,,,,,,
131,Meu_nass,OM19,MN19,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,
132,Meu_nass,OM20,MN20,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
133,Meu_nass,OM21,MN21,,,,,,,,,,,,,,,,"0,5",,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,"4,5",,,,,,,,,,,,
134,Meu_nass,OM22,MN22,,,,,,,,,,,,,,,,"0,5",,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,"4,5",,,,,,,,,,,,
135,Meu_nass,OM23,MN23,,,,,,,,,,,,,,,,"0,5",,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,"4,5",,,,,,,,,,,,
136,Meu_nass,OM24,MN24,,,,,,,,,,,,,,,,"0,5",,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,"0,5",,,,,,,,,,,,
137,Meu_nass,OM25,MN25,,,,,,,,,,,,,,,,18,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,18,,,,,,,,,,,,
138,Meu_nass,OM26,MN26,,,,,,,,,,,,,,,,38,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,"4,5",,,,,,,,,,,,
139,Meu_nass,OM27,MN27,,,,,,,,,,,,,,,,38,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,,,,,,,,,,,,
140,Meu_nass,OM28,MN28,,,,,,,,,,,,,,,,18,,,,,,,,,"0,5",,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,
141,Meu_nass,OM29,MN29,,,,,,,,,,,,,,,,18,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,"4,5",,,,,,,,,,,,
142,Meu_nass,OM30,MN30,,,,,,,,,,,,"0,5",,,,38,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,"4,5",,,,,,,,,,,,
143,Meu_nass,OM31,MN31,,,,,,,,,,,,"4,5",,,,38,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,"4,5",,,,,,,,,,,,
144,Meu_nass,OM32,MN32,,,,,,,,,,,,,,,,18,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,18,,,,,,,,,,,,
145,Meu_nass,SM1,MN33,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,63,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,
146,Meu_nass,SM2,MN34,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,38,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,18,,,,,,,,,
147,Meu_nass,SM3,MN35,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,63,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,38,,,,,,,,,
148,Meu_nass,SM4,MN36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,88,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,"4,5",,,,,,,,,
149,Meu_nass,SM5,MN37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,"4,5",,,,,,,,,,,"4,5",,,,,,,,,,,,18,,,,,,,,,,,,
150,Meu_nass,SM6,MN38,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,"4,5",,,,,,,,,18,,,,,,,,,,,"4,5",,,,,,,,,,,,63,,,,,,,,,,,,
151,Meu_nass,SM7,MN39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,"4,5",,,"0,5",,,,,,,,,,,,,,,,,,,,,
152,Meu_nass,SM8,MN40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,38,,,,,,,,"0,1",,,18,,,,,,,,,,,,"4,5",,,"0,5",,"0,1",,,,,,,
153,Meu_nass,SM9,MN41,,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,,,"4,5",,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,,,18,18,,,,,,,,,,,,
154,Meu_nass,SM10,MN42,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,"4,5",,"0,1",,,,,,,,,,,,,,,,,,"0,5",,,,,,,"0,1",,,,18,18,,,,,,,,,,,,
155,Meu_nass,SM11,MN43,,,,,,,,,,,,"0,5",,,,,,,,,,,,,18,,,,"4,5",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,,,,,,,,,,,,
156,Meu_nass,SM12,MN44,,,,,,,,,,,,,,,,,,"0,5",,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,,,,,,,,,,,,
157,Meu_nass,SM13,MN45,,,,,,,,,,,,"4,5",,,,,,,,,,,,,38,,,,"4,5",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,,,,,,,,,,,,
158,Meu_nass,SM14,MN46,,,,,,,,,,,,"4,5",,,,"4,5",,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,18,,,,,,,,,,,,
159,Meu_nass,SM15,MN47,,,,,,,,,,,,,,,,"4,5",,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,"4,5",63,,,,,,,,,,,,
160,Meu_nass,SM16,MN48,,,,,,,,,,,,,,,,"0,5",,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,63,,,,,,,,,,,,
161,Meu_nass,SM17,MN49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,63,,,,,,,,,,,,
162,Meu_nass,SM18,MN50,,,,,,,,,,,,,,,,"4,5",,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,38,,,,,,,,,,,,
163,Meu_nass,SM19,MN51,,,,,,,,,,,,,,,,"4,5",,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,,,,,,,,,,,,
164,Meu_nass,SM20,MN52,,,,,,,,,,,,,,,,"4,5",,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,63,,,,,,,,,,,,
165,Meu_nass,SM21,MN53,,,,,,,,,,,,,,,,"4,5",,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,63,,,,,,,,,,,,
166,Meu_nass,SM22,MN54,,,,,,,,,,,,,,,,18,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,,,,,,,,,,,,
167,Meu_nass,SM23,MN55,,,,,,,,,,,,,,,,38,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,63,,,,,,,,,,,,
168,Meu_nass,NM1,MN56,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,"0,1",,,,,,,,,,,,"0,5",,,,,,"0,5","0,5",,,,,,,,,,,,,,,,,,,,,,,
169,Meu_nass,NM2,MN57,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Meu_nass,NM3,MN58,,,88,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,
171,Meu_nass,NM4,MN59,,,88,,,,,,,,,,,,,,,,,,,,,,63,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,
172,Meu_nass,NM5,MN60,,,88,,,,,,,,,"4,5",,,,"4,5",,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,
173,Meu_nass,NM6,MN61,,,38,,,,,,,,,,,,,"4,5",,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,
174,Meu_nass,NM7,MN62,,,,,,,"0,5",,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,,,,,,,,,,,,"0,1",,,,,,,,,,,,,
175,Meu_nass,NM8,MN63,,,,,,,,,,,,,,,,"4,5",,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,
176,Meu_nass,NM9,MN64,,,,,,,,,,,,"0,5",,,,"4,5",,,,,,,,,"4,5",,,,38,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,
177,Meu_nass,NM10,MN65,,,,,,,,,,,,,,,,"4,5",,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
178,Meu_nass,NM11,MN66,,,,,,,"0,5",,,,,"0,5",,,,"4,5",,,"0,1",,,,,,,,,,38,,"0,5",,,,,,,,,,,,"4,5",,,,,"0,1","0,1",,,,,,,"0,1",,,,38,,,,,,"0,1",,,,,,,
179,Meu_nass,NM12,MN67,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,38,,,,,,"0,5",,,,,,"0,1",,,,,18,,,,,,,,,,,,,
180,Meu_nass,NM13,MN68,,,,,,,,,,,,,,,,38,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,"0,1",,,,,38,,,,,,,,,,,,,
181,Meu_nass,NM14,MN69,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,
182,Meu_nass,NM15,MN70,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
183,Meu_nass,NM16,MN71,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,
184,Meu_nass,NM17,MN72,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,
185,Meu_nass,NM18,MN73,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,
186,Meu_nass,NM19,MN74,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,
187,Meu_nass,NM20,MN75,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,
188,Meu_nass,NM21,MN76,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,
189,Meu_nass,NM22,MN77,,,,,,,,,,,,,,,,18,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
190,Meu_nass,WM1,MN110,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,38,,,,,,,,,"0,1",,"4,5",,,,,,,"0,1",,,,,,,,,,,,,,,,"4,5",
191,Meu_nass,WM2,MN111,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,"0,5",,,,,,,38,,,,,,,,,,,"4,5",,,,,,,"4,5",,,,,,,,,,,"4,5",,,,,18,
192,Meu_nass,WM3,MN112,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,38,,"0,5",,,,,,,"4,5",,,,,,,,,,,"4,5",,,,,,,"0,5",,,,,,,,,,,,,,,,,
193,Meu_nass,WM4,MN113,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,"4,5",,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,
194,Meu_nass,WM5,MN114,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,
195,Meu_nass,WM6,MN115,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,
196,Meu_nass,WM7,MN116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,
197,Meu_nass,WM8,MN117,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,38,,"0,1",,,,,,,,,,,,,,,,"0,1",,"4,5",,,,,,,,,,,,38,,,,,,,,,,,,
198,Meu_nass,WM9,MN118,,,,,,,,,,,,"4,5",,,,,,,,,,,,,"0,5",,,,18,,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",63,,,,,,,,,,,,
199,Meu_nass,WM10,MN119,,,,,,,,,,,,,"0,5",,,,,,,,,,,,"4,5",,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,"0,5",,,,,,
200,Meu_nass,WM11,MN120,,,,,,,,,,,,"0,1",,,,,,,,,,,,,"4,5",,,,18,,,,,,,,,,,,,,,,,,"0,1",,"0,5",,,,,,,,,,,18,,,,,,,,,,,,,
201,Meu_nass,WM12,MN121,,,,,,,,,,,,"4,5",,,,,,,,,,,,,"4,5",,,,38,,,,,,,,,,,,,,,,,,"0,1",,"0,5",,,,,,,,,,,38,,,,,,,,,,,,,
202,Meu_nass,WM13,MN122,,,,,,,,,,,,,,,,"0,5",,,,,,,,,18,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,"4,5",,,,,,,,,,,,
203,Meu_nass,WM14,MN123,,,,,,,,,,,,,,,,"4,5",,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,38,,,,,,,,,,,,
204,Meu_nass,WM15,MN124,,,,,,,"0,5",,,,,,"0,1",,,18,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,"0,5",,"4,5",,,,,,,,,,,"4,5",,,,,,"4,5",,,,,,,
205,Meu_nass,WM16,MN125,,,,,,,,,,,,,,,,18,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
206,Meu_nass,WM17,MN126,,,,,,,,,,,,,,,,38,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
207,Meu_nass,WM18,MN127,,,,,,,,,,,,,,,,63,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
208,Meu_nass,WM19,MN128,,,,,,,,,,,,,,,,18,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
209,Meu_nass,WM20,MN129,,,,,,,,,,,,,,,,38,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,
210,Meu_nass,WM21,MN130,,,,,,,,,,,,,,,,38,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
211,Meu_nass,WM22,MN131,,,,,,,,,,,,,,,,38,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
212,Meu_nass,WM23,MN132,,,,,,,,,,,,,,,,18,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
213,Meu_nass,WM24,MN133,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
214,Meu_nass,WM25,MN134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
215,Meu_nass,WM26,MN135,,,,,,,,,,,,,,,,18,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
216,Meu_nass,WM27,MN136,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
217,Meu_nass,WM28,MN137,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
218,Meu_nass,WM29,MN138,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
219,Meu_nass,WM30,MN139,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
220,Meu_nass,WM31,MN140,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,
221,Meu_nass,WM32,MN141,,,,,,,,,,,,,,,,18,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,
222,Lic,OW1,L1,,,88,,,,"4,5",,,"0,1",,,,,,,,,,,,"0,5",,,,,,"0,5","0,5",,"0,1",,,,,,,"0,5",,,,,18,,,,,,18,,,,,"0,5",,"0,1",,,,,,,,,,,"4,5",,,,,,
223,Lic,OW2,L2,,,,,,,"4,5",,,"0,1",,,,,,,,,,,,"0,5",,,"0,1",,,"0,1",,,"0,1",,,"0,5",,,,"4,5",,,,,"0,5",,,,"0,5",,38,,,,,,,"0,5",,,,,,,"0,5",,,,,,,,,,
224,Lic,OW3,L3,,,,,,,"0,5",,,,,,,,,,,,"0,5",,,"0,5",,,88,,,"0,5",,,,,,"4,5",,,"0,5",,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Lic,OW4,L4,,,,,,,,,,,,,,,,,,,,,,,,,88,,,"0,5",,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,
226,Lic,OW5,L5,,,,,,,"4,5",,,,,,,,,,,,,,,"4,5",,,38,,,,,,"0,1",,,,,,,,,,,,,,,,"4,5",,38,,,,,,,"0,5",,,,,,,,,,,,,,,,,
227,Lic,OW6,L6,,,,,,,"0,5",,,,,"4,5",,,,,,,"0,1",,,"0,5",,,88,,,"4,5",,,"0,1",,,,"0,5",,,"0,1",,,"0,1",,,,,,,,"0,1",,,,,,,"0,1",,,,,,,,,,,,,,,,,
228,Lic,OW7,L7,,,,,,,"0,5",,,,,,,,,,,,"0,1",,,"4,5",,,,,,,"4,5",,,,,"0,5",,,,"4,5",,,,,,,,,,,"4,5",,,,,,,"4,5",,,,,,,,18,,,,,,63,,,
229,Lic,OW8,L8,,,,,,,"0,5",,,,,"4,5",,,,,,,,,,,,,38,,,,"4,5",,,,,,,,,,,,,,"0,1",,,,,,"0,1","0,1",,,,,,,,,"4,5",,,,,,,,,,,"4,5",,,
230,Lic,OW9,L9,,,,,,,"4,5",,,,,,,,,,,,,,,"4,5",,,,,,,"0,5",,,,,,,,,"4,5",,,,,,,,,,,18,,,"4,5",,,,,,,,,,,,38,,,18,,,63,,,
231,Lic,OW10,L10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,"4,5",,,,,,
232,Lic,OW11,L11,,,,,,,"0,1",,,,,,,,,,,,,,"0,5",,,,,,,,38,,,,,,,,,"4,5",,,,,,,,,,,"4,5",,,,,,,,,,,38,,,,,,,,,,,,,
233,Lic,OW12,L12,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,
234,Lic,OW13,L13,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,
235,Lic,OW14,L14,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
236,Lic,OW15,L15,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,"4,5",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
237,Lic,OW16,L16,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,63
