id	taxonID	scientificName	kingdom
Anthyllis vulneraria	Anthyllis vulneraria	Anthyllis vulneraria	Plantae
Anthyllis vulneraria ssp. alpestris	Anthyllis vulneraria ssp. alpestris	Anthyllis vulneraria ssp. alpestris	Plantae
Antirrhinum majus	Antirrhinum majus	Antirrhinum majus	Plantae
Apera interrupta	Apera interrupta	Apera interrupta	Plantae
Apera spica–venti	Apera spica–venti	Apera spica–venti	Plantae
Aphanes arvensis	Aphanes arvensis	Aphanes arvensis	Plantae
Aphanes inexspectata	Aphanes inexspectata	Aphanes inexspectata	Plantae
Apium graveolens	Apium graveolens	Apium graveolens	Plantae
Apium inundatum	Apium inundatum	Apium inundatum	Plantae
Apium nodiflorum	Apium nodiflorum	Apium nodiflorum	Plantae
Apium repens	Apium repens	Apium repens	Plantae
Aposeris foetida	Aposeris foetida	Aposeris foetida	Plantae
Aquilegia atrata	Aquilegia atrata	Aquilegia atrata	Plantae
Aquilegia einseliana (aquilegioides)	Aquilegia einseliana (aquilegioides)	Aquilegia einseliana (aquilegioides)	Plantae
Aquilegia vulgaris	Aquilegia vulgaris	Aquilegia vulgaris	Plantae
Arabidopsis thaliana	Arabidopsis thaliana	Arabidopsis thaliana	Plantae
Arabis alpina	Arabis alpina	Arabis alpina	Plantae
Arabis auriculata (recta)	Arabis auriculata (recta)	Arabis auriculata (recta)	Plantae
Arabis brassica (pauciflora)	Arabis brassica (pauciflora)	Arabis brassica (pauciflora)	Plantae
Arabis caerulea	Arabis caerulea	Arabis caerulea	Plantae
Arabis ciliata (corymbifera)	Arabis ciliata (corymbifera)	Arabis ciliata (corymbifera)	Plantae
Arabis glabra (Turritis)	Arabis glabra (Turritis)	Arabis glabra (Turritis)	Plantae
Arabis hirsuta agg.	Arabis hirsuta agg.	Arabis hirsuta agg.	Plantae
Arabis hirsuta hirsuta	Arabis hirsuta hirsuta	Arabis hirsuta hirsuta	Plantae
Arabis hirsuta nemorensis	Arabis hirsuta nemorensis	Arabis hirsuta nemorensis	Plantae
Arabis planisiliqua	Arabis planisiliqua	Arabis planisiliqua	Plantae
Arabis pumila	Arabis pumila	Arabis pumila	Plantae
Arabis soyeri ssp. subcoriacea	Arabis soyeri ssp. subcoriacea	Arabis soyeri ssp. subcoriacea	Plantae
Arabis turrita	Arabis turrita	Arabis turrita	Plantae
Arctium lappa	Arctium lappa	Arctium lappa	Plantae
Arctium minus	Arctium minus	Arctium minus	Plantae
Arctium nemorosum (vulgare)	Arctium nemorosum (vulgare)	Arctium nemorosum (vulgare)	Plantae
Arctium tomentosum	Arctium tomentosum	Arctium tomentosum	Plantae
Arctostaphylos alpinus	Arctostaphylos alpinus	Arctostaphylos alpinus	Plantae
Arctostaphylos uva–ursi	Arctostaphylos uva–ursi	Arctostaphylos uva–ursi	Plantae
Aremonia agrimonoides	Aremonia agrimonoides	Aremonia agrimonoides	Plantae
Arenaria biflora	Arenaria biflora	Arenaria biflora	Plantae
Arenaria multicaulis	Arenaria multicaulis	Arenaria multicaulis	Plantae
Arenaria serpyllifolia agg.	Arenaria serpyllifolia agg.	Arenaria serpyllifolia agg.	Plantae
Aristolochia clematitis	Aristolochia clematitis	Aristolochia clematitis	Plantae
Armeria alliacea (arenaria)	Armeria alliacea (arenaria)	Armeria alliacea (arenaria)	Plantae
Armeria maritima alpina	Armeria maritima alpina	Armeria maritima alpina	Plantae
Armeria maritima elongata	Armeria maritima elongata	Armeria maritima elongata	Plantae
Armeria maritima elongata – ssp.serpentini	Armeria maritima elongata – ssp.serpentini	Armeria maritima elongata – ssp.serpentini	Plantae
Armeria maritima halleri	Armeria maritima halleri	Armeria maritima halleri	Plantae
Armeria maritima maritima	Armeria maritima maritima	Armeria maritima maritima	Plantae
Armeria maritima purpurea	Armeria maritima purpurea	Armeria maritima purpurea	Plantae
Armoracia rusticana (lapathifolia)	Armoracia rusticana (lapathifolia)	Armoracia rusticana (lapathifolia)	Plantae
Arnica montana	Arnica montana	Arnica montana	Plantae
Arnoseris minima	Arnoseris minima	Arnoseris minima	Plantae
Arrhenatherum elatius	Arrhenatherum elatius	Arrhenatherum elatius	Plantae
Artemisia absinthium	Artemisia absinthium	Artemisia absinthium	Plantae
Artemisia annua	Artemisia annua	Artemisia annua	Plantae
Artemisia campestris	Artemisia campestris	Artemisia campestris	Plantae
Artemisia genipi	Artemisia genipi	Artemisia genipi	Plantae
Artemisia maritima	Artemisia maritima	Artemisia maritima	Plantae
Artemisia mutellina (laxa)	Artemisia mutellina (laxa)	Artemisia mutellina (laxa)	Plantae
Artemisia pontica	Artemisia pontica	Artemisia pontica	Plantae
Artemisia rupestris	Artemisia rupestris	Artemisia rupestris	Plantae
Artemisia verlotiorum	Artemisia verlotiorum	Artemisia verlotiorum	Plantae
Artemisia vulgaris	Artemisia vulgaris	Artemisia vulgaris	Plantae
Arum maculatum agg.	Arum maculatum agg.	Arum maculatum agg.	Plantae
Aruncus dioicus	Aruncus dioicus	Aruncus dioicus	Plantae
Asarum europaeum	Asarum europaeum	Asarum europaeum	Plantae
Asparagus officinalis	Asparagus officinalis	Asparagus officinalis	Plantae
Asperugo procumbens	Asperugo procumbens	Asperugo procumbens	Plantae
Asperula arvensis	Asperula arvensis	Asperula arvensis	Plantae
Asperula cynanchica	Asperula cynanchica	Asperula cynanchica	Plantae
Asperula taurina	Asperula taurina	Asperula taurina	Plantae
Asperula tinctoria	Asperula tinctoria	Asperula tinctoria	Plantae
Asplenium adiantum–nigrum	Asplenium adiantum–nigrum	Asplenium adiantum–nigrum	Plantae
Asplenium adulterinum	Asplenium adulterinum	Asplenium adulterinum	Plantae
Asplenium x alternifolium	Asplenium x alternifolium	Asplenium x alternifolium	Plantae
Asplenium billotii	Asplenium billotii	Asplenium billotii	Plantae
Asplenium cuneifolium	Asplenium cuneifolium	Asplenium cuneifolium	Plantae
Asplenium fissum	Asplenium fissum	Asplenium fissum	Plantae
Asplenium fontanum	Asplenium fontanum	Asplenium fontanum	Plantae
Asplenium ruta–muraria	Asplenium ruta–muraria	Asplenium ruta–muraria	Plantae
Asplenium seelosii	Asplenium seelosii	Asplenium seelosii	Plantae
Asplenium septentrionale	Asplenium septentrionale	Asplenium septentrionale	Plantae
Asplenium trichomanes	Asplenium trichomanes	Asplenium trichomanes	Plantae
Asplenium viride	Asplenium viride	Asplenium viride	Plantae
Aster alpinus	Aster alpinus	Aster alpinus	Plantae
Aster amellus	Aster amellus	Aster amellus	Plantae
Aster bellidiastrum	Aster bellidiastrum	Aster bellidiastrum	Plantae
Aster linosyris	Aster linosyris	Aster linosyris	Plantae
Aster novae–angliae	Aster novae–angliae	Aster novae–angliae	Plantae
Aster novi–belgii agg.	Aster novi–belgii agg.	Aster novi–belgii agg.	Plantae
Aster novi–belgii laevis	Aster novi–belgii laevis	Aster novi–belgii laevis	Plantae
Aster novi–belgii lanceolatus	Aster novi–belgii lanceolatus	Aster novi–belgii lanceolatus	Plantae
Aster novi–belgii novi–belgii	Aster novi–belgii novi–belgii	Aster novi–belgii novi–belgii	Plantae
Aster novi–belgii x salignus	Aster novi–belgii x salignus	Aster novi–belgii x salignus	Plantae
Aster novi–belgii tradescantii	Aster novi–belgii tradescantii	Aster novi–belgii tradescantii	Plantae
Aster tripolium	Aster tripolium	Aster tripolium	Plantae
Astragalus alpinus	Astragalus alpinus	Astragalus alpinus	Plantae
Astragalus arenarius	Astragalus arenarius	Astragalus arenarius	Plantae
Astragalus australis	Astragalus australis	Astragalus australis	Plantae
Astragalus cicer	Astragalus cicer	Astragalus cicer	Plantae
Astragalus danicus	Astragalus danicus	Astragalus danicus	Plantae
Astragalus exscapus	Astragalus exscapus	Astragalus exscapus	Plantae
Astragalus frigidus (Phaca frigida)	Astragalus frigidus (Phaca frigida)	Astragalus frigidus (Phaca frigida)	Plantae
Astragalus glycyphyllos	Astragalus glycyphyllos	Astragalus glycyphyllos	Plantae
Astragalus onobrychis	Astragalus onobrychis	Astragalus onobrychis	Plantae
Astragalus penduliflorus (Phaca pendul.)	Astragalus penduliflorus (Phaca pendul.)	Astragalus penduliflorus (Phaca pendul.)	Plantae
Astrantia bavarica	Astrantia bavarica	Astrantia bavarica	Plantae
Astrantia major	Astrantia major	Astrantia major	Plantae
Athamantha cretensis	Athamantha cretensis	Athamantha cretensis	Plantae
Athyrium distentifolium (alpestre)	Athyrium distentifolium (alpestre)	Athyrium distentifolium (alpestre)	Plantae
Athyrium filix–femina	Athyrium filix–femina	Athyrium filix–femina	Plantae
Atriplex calotheca	Atriplex calotheca	Atriplex calotheca	Plantae
Atriplex glabriuscula	Atriplex glabriuscula	Atriplex glabriuscula	Plantae
Atriplex hastata (latifolia)	Atriplex hastata (latifolia)	Atriplex hastata (latifolia)	Plantae
Atriplex heterosperma	Atriplex heterosperma	Atriplex heterosperma	Plantae
Atriplex hortensis	Atriplex hortensis	Atriplex hortensis	Plantae
Atriplex laciniata (sabulosa)	Atriplex laciniata (sabulosa)	Atriplex laciniata (sabulosa)	Plantae
Atriplex littoralis	Atriplex littoralis	Atriplex littoralis	Plantae
Atriplex longipes ssp. longipes	Atriplex longipes ssp. longipes	Atriplex longipes ssp. longipes	Plantae
Atriplex oblongifolia	Atriplex oblongifolia	Atriplex oblongifolia	Plantae
Atriplex patula	Atriplex patula	Atriplex patula	Plantae
Atriplex rosea	Atriplex rosea	Atriplex rosea	Plantae
Atriplex sagittata (nitens, acuminata)	Atriplex sagittata (nitens, acuminata)	Atriplex sagittata (nitens, acuminata)	Plantae
Atriplex tatarica	Atriplex tatarica	Atriplex tatarica	Plantae
Atropa bella–donna	Atropa bella–donna	Atropa bella–donna	Plantae
Aurinia saxatilis	Aurinia saxatilis	Aurinia saxatilis	Plantae
Avena fatua	Avena fatua	Avena fatua	Plantae
Avena nuda (strigosa)	Avena nuda (strigosa)	Avena nuda (strigosa)	Plantae
Avenella flexuosa	Avenella flexuosa	Avenella flexuosa	Plantae
Avenochloa pratensis	Avenochloa pratensis	Avenochloa pratensis	Plantae
Avenochloa pubescens	Avenochloa pubescens	Avenochloa pubescens	Plantae
Avenochloa versicolor	Avenochloa versicolor	Avenochloa versicolor	Plantae
Azolla caroliniana	Azolla caroliniana	Azolla caroliniana	Plantae
Azolla filiculoides	Azolla filiculoides	Azolla filiculoides	Plantae
Baldellia ranunculoides	Baldellia ranunculoides	Baldellia ranunculoides	Plantae
Ballota nigra	Ballota nigra	Ballota nigra	Plantae
Barbarea intermedia	Barbarea intermedia	Barbarea intermedia	Plantae
Barbarea stricta	Barbarea stricta	Barbarea stricta	Plantae
Barbarea verna	Barbarea verna	Barbarea verna	Plantae
Barbarea vulgaris	Barbarea vulgaris	Barbarea vulgaris	Plantae
Bartsia alpina	Bartsia alpina	Bartsia alpina	Plantae
Bassia hirsuta	Bassia hirsuta	Bassia hirsuta	Plantae
Bellis perennis	Bellis perennis	Bellis perennis	Plantae
Berberis vulgaris	Berberis vulgaris	Berberis vulgaris	Plantae
Berteroa incana	Berteroa incana	Berteroa incana	Plantae
Berula erecta	Berula erecta	Berula erecta	Plantae
Beta vulgaris ssp. maritima	Beta vulgaris ssp. maritima	Beta vulgaris ssp. maritima	Plantae
Betonica alopecurus	Betonica alopecurus	Betonica alopecurus	Plantae
Betonica officinalis	Betonica officinalis	Betonica officinalis	Plantae
Betula humilis	Betula humilis	Betula humilis	Plantae
Betula nana	Betula nana	Betula nana	Plantae
Betula pendula	Betula pendula	Betula pendula	Plantae
Betula pubescens	Betula pubescens	Betula pubescens	Plantae
Betula pubescens ssp. carpatica	Betula pubescens ssp. carpatica	Betula pubescens ssp. carpatica	Plantae
Bidens cernua	Bidens cernua	Bidens cernua	Plantae
Bidens connata	Bidens connata	Bidens connata	Plantae
Bidens frondosa	Bidens frondosa	Bidens frondosa	Plantae
Bidens radiata	Bidens radiata	Bidens radiata	Plantae
Bidens tripartita	Bidens tripartita	Bidens tripartita	Plantae
Bifora radians	Bifora radians	Bifora radians	Plantae
Biscutella laevigata	Biscutella laevigata	Biscutella laevigata	Plantae
Blackstonia acuminata	Blackstonia acuminata	Blackstonia acuminata	Plantae
Blackstonia perfoliata	Blackstonia perfoliata	Blackstonia perfoliata	Plantae
Blechnum spicant	Blechnum spicant	Blechnum spicant	Plantae
Blysmus compressus	Blysmus compressus	Blysmus compressus	Plantae
Blysmus rufus	Blysmus rufus	Blysmus rufus	Plantae
Bolboschoenus maritimus ssp. maritimus	Bolboschoenus maritimus ssp. maritimus	Bolboschoenus maritimus ssp. maritimus	Plantae
Bothriochloa ischaemum	Bothriochloa ischaemum	Bothriochloa ischaemum	Plantae
Botrychium lunaria	Botrychium lunaria	Botrychium lunaria	Plantae
Botrychium matricariifolium	Botrychium matricariifolium	Botrychium matricariifolium	Plantae
Botrychium multifidum	Botrychium multifidum	Botrychium multifidum	Plantae
Botrychium simplex	Botrychium simplex	Botrychium simplex	Plantae
Botrychium virginianum	Botrychium virginianum	Botrychium virginianum	Plantae
Brachypodium pinnatum	Brachypodium pinnatum	Brachypodium pinnatum	Plantae
Brachypodium rupestre	Brachypodium rupestre	Brachypodium rupestre	Plantae
Brachypodium sylvaticum	Brachypodium sylvaticum	Brachypodium sylvaticum	Plantae
Brassica elongata	Brassica elongata	Brassica elongata	Plantae
Brassica nigra	Brassica nigra	Brassica nigra	Plantae
Brassica oleracea – ssp. oleracea	Brassica oleracea – ssp. oleracea	Brassica oleracea – ssp. oleracea	Plantae
Briza media	Briza media	Briza media	Plantae
Bromus arvensis	Bromus arvensis	Bromus arvensis	Plantae
Bromus commutatus	Bromus commutatus	Bromus commutatus	Plantae
Bromus erectus	Bromus erectus	Bromus erectus	Plantae
Bromus grossus (secalinus ssp. mult.	Bromus grossus (secalinus ssp. mult.	Bromus grossus (secalinus ssp. mult.	Plantae
Bromus hordeaceus (mollis)	Bromus hordeaceus (mollis)	Bromus hordeaceus (mollis)	Plantae
Bromus hordeaceus ssp. thominii	Bromus hordeaceus ssp. thominii	Bromus hordeaceus ssp. thominii	Plantae
Bromus hordeaceus lepidus	Bromus hordeaceus lepidus	Bromus hordeaceus lepidus	Plantae
Bromus inermis	Bromus inermis	Bromus inermis	Plantae
Bromus japonicus	Bromus japonicus	Bromus japonicus	Plantae
Bromus racemosus	Bromus racemosus	Bromus racemosus	Plantae
Bromus ramosus benekenii	Bromus ramosus benekenii	Bromus ramosus benekenii	Plantae
Bromus ramosus ramosus	Bromus ramosus ramosus	Bromus ramosus ramosus	Plantae
Bromus secalinus	Bromus secalinus	Bromus secalinus	Plantae
Bromus squarrosus	Bromus squarrosus	Bromus squarrosus	Plantae
Bromus sterilis	Bromus sterilis	Bromus sterilis	Plantae
Bromus tectorum	Bromus tectorum	Bromus tectorum	Plantae
Bromus willdenowii	Bromus willdenowii	Bromus willdenowii	Plantae
Bryonia alba	Bryonia alba	Bryonia alba	Plantae
Bryonia dioica	Bryonia dioica	Bryonia dioica	Plantae
Buddleja davidii	Buddleja davidii	Buddleja davidii	Plantae
Buglossoides arvensis	Buglossoides arvensis	Buglossoides arvensis	Plantae
Buglossoides purpurocaerulea	Buglossoides purpurocaerulea	Buglossoides purpurocaerulea	Plantae
Bunias orientalis	Bunias orientalis	Bunias orientalis	Plantae
Bunium bulbocastanum	Bunium bulbocastanum	Bunium bulbocastanum	Plantae
Buphthalmum salicifolium	Buphthalmum salicifolium	Buphthalmum salicifolium	Plantae
Bupleurum falcatum ssp. falcatum	Bupleurum falcatum ssp. falcatum	Bupleurum falcatum ssp. falcatum	Plantae
Bupleurum longifolium	Bupleurum longifolium	Bupleurum longifolium	Plantae
Bupleurum ranunculoides	Bupleurum ranunculoides	Bupleurum ranunculoides	Plantae
Bupleurum rotundifolium	Bupleurum rotundifolium	Bupleurum rotundifolium	Plantae
Bupleurum stellatum	Bupleurum stellatum	Bupleurum stellatum	Plantae
Bupleurum tenuissimum	Bupleurum tenuissimum	Bupleurum tenuissimum	Plantae
Butomus umbellatus	Butomus umbellatus	Butomus umbellatus	Plantae
Butomus umbellatus var. vallisneriifo	Butomus umbellatus var. vallisneriifo	Butomus umbellatus var. vallisneriifo	Plantae
Buxus sempervirens	Buxus sempervirens	Buxus sempervirens	Plantae
Cakile maritima	Cakile maritima	Cakile maritima	Plantae
Calamagrostis arundinacea	Calamagrostis arundinacea	Calamagrostis arundinacea	Plantae
Calamagrostis canescens	Calamagrostis canescens	Calamagrostis canescens	Plantae
Calamagrostis epigejos	Calamagrostis epigejos	Calamagrostis epigejos	Plantae
Calamagrostis phragmitoides	Calamagrostis phragmitoides	Calamagrostis phragmitoides	Plantae
Calamagrostis pseudophragmites	Calamagrostis pseudophragmites	Calamagrostis pseudophragmites	Plantae
Calamagrostis stricta (neglecta)	Calamagrostis stricta (neglecta)	Calamagrostis stricta (neglecta)	Plantae
Calamagrostis varia	Calamagrostis varia	Calamagrostis varia	Plantae
Calamagrostis villosa	Calamagrostis villosa	Calamagrostis villosa	Plantae
Calamintha nepeta agg.	Calamintha nepeta agg.	Calamintha nepeta agg.	Plantae
Caldesia parnassifolia	Caldesia parnassifolia	Caldesia parnassifolia	Plantae
Calendula arvensis	Calendula arvensis	Calendula arvensis	Plantae
Calepina irregularis	Calepina irregularis	Calepina irregularis	Plantae
Calla palustris	Calla palustris	Calla palustris	Plantae
Callitriche hermaphroditica (autumn.)	Callitriche hermaphroditica (autumn.)	Callitriche hermaphroditica (autumn.)	Plantae
Callitriche palustris agg.	Callitriche palustris agg.	Callitriche palustris agg.	Plantae
Callitriche palustris brutia (pedunculata	Callitriche palustris brutia (pedunculata	Callitriche palustris brutia (pedunculata	Plantae
Callitriche palustris cophocarpa (polymorpha)	Callitriche palustris cophocarpa (polymorpha)	Callitriche palustris cophocarpa (polymorpha)	Plantae
Callitriche palustris hamulata	Callitriche palustris hamulata	Callitriche palustris hamulata	Plantae
Callitriche palustris obtusangula	Callitriche palustris obtusangula	Callitriche palustris obtusangula	Plantae
Callitriche palustris palustris (verna)	Callitriche palustris palustris (verna)	Callitriche palustris palustris (verna)	Plantae
Callitriche palustris platycarpa	Callitriche palustris platycarpa	Callitriche palustris platycarpa	Plantae
Callitriche palustris stagnalis	Callitriche palustris stagnalis	Callitriche palustris stagnalis	Plantae
Calluna vulgaris	Calluna vulgaris	Calluna vulgaris	Plantae
Caltha palustris	Caltha palustris	Caltha palustris	Plantae
Calycocorsus stipitatus	Calycocorsus stipitatus	Calycocorsus stipitatus	Plantae
Calystegia pulchra	Calystegia pulchra	Calystegia pulchra	Plantae
Calystegia sepium	Calystegia sepium	Calystegia sepium	Plantae
Calystegia soldanella	Calystegia soldanella	Calystegia soldanella	Plantae
Camelina sativa alyssum (dentata)	Camelina sativa alyssum (dentata)	Camelina sativa alyssum (dentata)	Plantae
Camelina sativa microcarpa	Camelina sativa microcarpa	Camelina sativa microcarpa	Plantae
Camelina sativa sativa	Camelina sativa sativa	Camelina sativa sativa	Plantae
Campanula alpina	Campanula alpina	Campanula alpina	Plantae
Campanula barbata	Campanula barbata	Campanula barbata	Plantae
Campanula baumgartenii	Campanula baumgartenii	Campanula baumgartenii	Plantae
Campanula bononiensis	Campanula bononiensis	Campanula bononiensis	Plantae
Campanula cenisia	Campanula cenisia	Campanula cenisia	Plantae
Campanula cervicaria	Campanula cervicaria	Campanula cervicaria	Plantae
Campanula cespitosa	Campanula cespitosa	Campanula cespitosa	Plantae
Campanula cochleariifolia (pusilla)	Campanula cochleariifolia (pusilla)	Campanula cochleariifolia (pusilla)	Plantae
Campanula glomerata	Campanula glomerata	Campanula glomerata	Plantae
Campanula latifolia	Campanula latifolia	Campanula latifolia	Plantae
Campanula patula	Campanula patula	Campanula patula	Plantae
Campanula persicifolia	Campanula persicifolia	Campanula persicifolia	Plantae
Campanula rapunculoides	Campanula rapunculoides	Campanula rapunculoides	Plantae
Campanula rapunculus	Campanula rapunculus	Campanula rapunculus	Plantae
Campanula rhomboidalis	Campanula rhomboidalis	Campanula rhomboidalis	Plantae
Campanula rotundifolia	Campanula rotundifolia	Campanula rotundifolia	Plantae
Campanula scheuchzeri	Campanula scheuchzeri	Campanula scheuchzeri	Plantae
Campanula thyrsoides	Campanula thyrsoides	Campanula thyrsoides	Plantae
Campanula trachelium	Campanula trachelium	Campanula trachelium	Plantae
Capsella bursa–pastoris	Capsella bursa–pastoris	Capsella bursa–pastoris	Plantae
Cardamine alpina	Cardamine alpina	Cardamine alpina	Plantae
Cardamine amara	Cardamine amara	Cardamine amara	Plantae
Cardamine flexuosa	Cardamine flexuosa	Cardamine flexuosa	Plantae
Cardamine hirsuta	Cardamine hirsuta	Cardamine hirsuta	Plantae
Cardamine impatiens	Cardamine impatiens	Cardamine impatiens	Plantae
Cardamine parviflora	Cardamine parviflora	Cardamine parviflora	Plantae
Cardamine pratensis agg.	Cardamine pratensis agg.	Cardamine pratensis agg.	Plantae
Cardamine pratensis matthioli	Cardamine pratensis matthioli	Cardamine pratensis matthioli	Plantae
Cardamine pratensis palustris	Cardamine pratensis palustris	Cardamine pratensis palustris	Plantae
Cardamine pratensis pratensis	Cardamine pratensis pratensis	Cardamine pratensis pratensis	Plantae
Cardamine pratensis rivularis	Cardamine pratensis rivularis	Cardamine pratensis rivularis	Plantae
Cardamine resedifolia	Cardamine resedifolia	Cardamine resedifolia	Plantae
Cardamine trifolia	Cardamine trifolia	Cardamine trifolia	Plantae
Cardaminopsis arenosa	Cardaminopsis arenosa	Cardaminopsis arenosa	Plantae
Cardaminopsis halleri	Cardaminopsis halleri	Cardaminopsis halleri	Plantae
Cardaminopsis petraea (hispida)	Cardaminopsis petraea (hispida)	Cardaminopsis petraea (hispida)	Plantae
Cardaria draba	Cardaria draba	Cardaria draba	Plantae
Carduus acanthoides	Carduus acanthoides	Carduus acanthoides	Plantae
Carduus crassifolius	Carduus crassifolius	Carduus crassifolius	Plantae
Carduus crispus	Carduus crispus	Carduus crispus	Plantae
Carduus defloratus	Carduus defloratus	Carduus defloratus	Plantae
Carduus nutans agg.	Carduus nutans agg.	Carduus nutans agg.	Plantae
Carduus personata	Carduus personata	Carduus personata	Plantae
Carex acutiformis (paludosa)	Carex acutiformis (paludosa)	Carex acutiformis (paludosa)	Plantae
Carex alba	Carex alba	Carex alba	Plantae
Carex appropinquata	Carex appropinquata	Carex appropinquata	Plantae
Carex aquatilis	Carex aquatilis	Carex aquatilis	Plantae
Carex arenaria	Carex arenaria	Carex arenaria	Plantae
Carex atherodes	Carex atherodes	Carex atherodes	Plantae
Carex atrata agg.	Carex atrata agg.	Carex atrata agg.	Plantae
Carex atrata aterrima	Carex atrata aterrima	Carex atrata aterrima	Plantae
Carex atrata atrata	Carex atrata atrata	Carex atrata atrata	Plantae
Carex atrata parviflora	Carex atrata parviflora	Carex atrata parviflora	Plantae
Carex baldensis	Carex baldensis	Carex baldensis	Plantae
Carex bigelowii ssp. rigida	Carex bigelowii ssp. rigida	Carex bigelowii ssp. rigida	Plantae
Carex binervis	Carex binervis	Carex binervis	Plantae
Carex brachystachys	Carex brachystachys	Carex brachystachys	Plantae
Carex bohemica	Carex bohemica	Carex bohemica	Plantae
Carex brizoides	Carex brizoides	Carex brizoides	Plantae
Carex buekii	Carex buekii	Carex buekii	Plantae
Carex buxbaumii agg.	Carex buxbaumii agg.	Carex buxbaumii agg.	Plantae
Carex buxbaumii buxbaumii	Carex buxbaumii buxbaumii	Carex buxbaumii buxbaumii	Plantae
Carex buxbaumii hartmannii	Carex buxbaumii hartmannii	Carex buxbaumii hartmannii	Plantae
Carex canescens agg.	Carex canescens agg.	Carex canescens agg.	Plantae
Carex canescens brunnescens	Carex canescens brunnescens	Carex canescens brunnescens	Plantae
Carex canescens canescens	Carex canescens canescens	Carex canescens canescens	Plantae
Carex capillaris	Carex capillaris	Carex capillaris	Plantae
Carex capitata	Carex capitata	Carex capitata	Plantae
Carex caryophyllea (verna)	Carex caryophyllea (verna)	Carex caryophyllea (verna)	Plantae
Carex cespitosa	Carex cespitosa	Carex cespitosa	Plantae
Carex chordorrhiza	Carex chordorrhiza	Carex chordorrhiza	Plantae
Carex curvula	Carex curvula	Carex curvula	Plantae
Carex davalliana	Carex davalliana	Carex davalliana	Plantae
Carex depauperata	Carex depauperata	Carex depauperata	Plantae
Carex diandra	Carex diandra	Carex diandra	Plantae
Carex digitata	Carex digitata	Carex digitata	Plantae
Carex dioica	Carex dioica	Carex dioica	Plantae
Carex distans	Carex distans	Carex distans	Plantae
Carex disticha	Carex disticha	Carex disticha	Plantae
Carex echinata (stellulata)	Carex echinata (stellulata)	Carex echinata (stellulata)	Plantae
Carex elata (stricta)	Carex elata (stricta)	Carex elata (stricta)	Plantae
Carex elongata	Carex elongata	Carex elongata	Plantae
Carex ericetorum	Carex ericetorum	Carex ericetorum	Plantae
Carex extensa	Carex extensa	Carex extensa	Plantae
Carex ferruginea	Carex ferruginea	Carex ferruginea	Plantae
Carex firma	Carex firma	Carex firma	Plantae
Carex flacca (glauca)	Carex flacca (glauca)	Carex flacca (glauca)	Plantae
Carex flava agg.	Carex flava agg.	Carex flava agg.	Plantae
Carex flava flava	Carex flava flava	Carex flava flava	Plantae
Carex flava lepidocarpa	Carex flava lepidocarpa	Carex flava lepidocarpa	Plantae
Carex flava oederi (serotina)	Carex flava oederi (serotina)	Carex flava oederi (serotina)	Plantae
Carex flava scandinavica	Carex flava scandinavica	Carex flava scandinavica	Plantae
Carex flava tumidicarpa (demissa)	Carex flava tumidicarpa (demissa)	Carex flava tumidicarpa (demissa)	Plantae
Carex foetida	Carex foetida	Carex foetida	Plantae
Carex frigida	Carex frigida	Carex frigida	Plantae
Carex fritschii	Carex fritschii	Carex fritschii	Plantae
Carex fuliginosa	Carex fuliginosa	Carex fuliginosa	Plantae
Carex gracilis	Carex gracilis	Carex gracilis	Plantae
Carex hallerana	Carex hallerana	Carex hallerana	Plantae
Carex heleonastes	Carex heleonastes	Carex heleonastes	Plantae
Carex hirta	Carex hirta	Carex hirta	Plantae
Carex hordeistichos	Carex hordeistichos	Carex hordeistichos	Plantae
Carex hostiana	Carex hostiana	Carex hostiana	Plantae
Carex humilis	Carex humilis	Carex humilis	Plantae
Carex juncifolia (maritima)	Carex juncifolia (maritima)	Carex juncifolia (maritima)	Plantae
Carex laevigata	Carex laevigata	Carex laevigata	Plantae
Carex lasiocarpa	Carex lasiocarpa	Carex lasiocarpa	Plantae
Carex leporina (ovalis)	Carex leporina (ovalis)	Carex leporina (ovalis)	Plantae
Carex ligerica	Carex ligerica	Carex ligerica	Plantae
Carex limosa	Carex limosa	Carex limosa	Plantae
Carex michelii	Carex michelii	Carex michelii	Plantae
Carex microglochin	Carex microglochin	Carex microglochin	Plantae
Carex montana	Carex montana	Carex montana	Plantae
Carex mucronata	Carex mucronata	Carex mucronata	Plantae
Carex muricata agg.	Carex muricata agg.	Carex muricata agg.	Plantae
Carex muricata divulsa	Carex muricata divulsa	Carex muricata divulsa	Plantae
Carex muricata muricata	Carex muricata muricata	Carex muricata muricata	Plantae
Carex muricata spicata (contigua)	Carex muricata spicata (contigua)	Carex muricata spicata (contigua)	Plantae
Carex nigra (fusca, goodenowii)	Carex nigra (fusca, goodenowii)	Carex nigra (fusca, goodenowii)	Plantae
Carex norvegica	Carex norvegica	Carex norvegica	Plantae
Carex ornithopoda	Carex ornithopoda	Carex ornithopoda	Plantae
