#,Date-Time (CEST/CET),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,End of File
161,05/03/2025 02:40:00,12.31,77.89,8.58,,
162,05/03/2025 02:50:00,12.30,79.28,8.82,,
163,05/03/2025 03:00:00,12.37,79.82,8.99,,
164,05/03/2025 03:10:00,12.49,80.13,9.17,,
165,05/03/2025 03:20:00,12.69,79.31,9.22,,
166,05/03/2025 03:30:00,12.90,77.87,9.14,,
167,05/03/2025 03:40:00,12.91,78.18,9.22,,
168,05/03/2025 03:50:00,12.83,77.69,9.04,,
169,05/03/2025 04:00:00,12.73,79.08,9.20,,
170,05/03/2025 04:10:00,12.62,80.12,9.29,,
171,05/03/2025 04:20:00,12.59,80.19,9.28,,
172,05/03/2025 04:30:00,12.57,79.88,9.20,,
173,05/03/2025 04:40:00,12.51,79.80,9.13,,
174,05/03/2025 04:50:00,12.45,80.79,9.26,,
175,05/03/2025 05:00:00,12.51,80.21,9.21,,
176,05/03/2025 05:10:00,12.64,79.97,9.29,,
177,05/03/2025 05:20:00,12.70,80.69,9.48,,
178,05/03/2025 05:30:00,12.79,80.67,9.56,,
179,05/03/2025 05:40:00,12.80,81.91,9.80,,
180,05/03/2025 05:50:00,12.73,83.66,10.04,,
181,05/03/2025 06:00:00,12.68,83.38,9.95,,
182,05/03/2025 06:10:00,12.68,83.35,9.94,,
183,05/03/2025 06:20:00,12.66,84.17,10.07,,
184,05/03/2025 06:30:00,12.63,85.31,10.24,,
185,05/03/2025 06:40:00,12.48,86.63,10.33,,
186,05/03/2025 06:50:00,12.38,87.95,10.46,,
187,05/03/2025 07:00:00,12.32,89.32,10.62,,
188,05/03/2025 07:10:00,12.29,89.66,10.65,,
189,05/03/2025 07:20:00,12.28,90.07,10.71,,
190,05/03/2025 07:30:00,12.30,90.28,10.77,,
191,05/03/2025 07:40:00,12.30,90.95,10.88,,
192,05/03/2025 07:50:00,12.34,90.57,10.86,,
193,05/03/2025 08:00:00,12.30,90.98,10.89,,
194,05/03/2025 08:10:00,12.40,91.53,11.07,,
195,05/03/2025 08:20:00,12.53,90.85,11.09,,
196,05/03/2025 08:30:00,12.62,90.07,11.04,,
197,05/03/2025 08:40:00,12.69,89.94,11.09,,
198,05/03/2025 08:50:00,12.76,89.13,11.03,,
199,05/03/2025 09:00:00,12.80,89.66,11.16,,
200,05/03/2025 09:10:00,12.77,89.72,11.14,,
201,05/03/2025 09:20:00,12.79,90.47,11.28,,
202,05/03/2025 09:30:00,12.80,90.28,11.27,,
203,05/03/2025 09:40:00,12.84,90.24,11.30,,
204,05/03/2025 09:50:00,12.95,90.76,11.49,,
205,05/03/2025 10:00:00,13.02,89.96,11.43,,
206,05/03/2025 10:10:00,13.15,90.37,11.63,,
207,05/03/2025 10:20:00,13.40,89.36,11.70,,
208,05/03/2025 10:30:00,13.55,87.99,11.61,,
209,05/03/2025 10:40:00,13.66,87.81,11.69,,
210,05/03/2025 10:50:00,13.84,86.42,11.62,,
211,05/03/2025 11:00:00,13.80,86.38,11.58,,
212,05/03/2025 11:10:00,13.95,85.58,11.59,,
213,05/03/2025 11:20:00,14.08,85.54,11.70,,
214,05/03/2025 11:30:00,14.04,85.58,11.67,,
215,05/03/2025 11:40:00,14.03,85.52,11.66,,
216,05/03/2025 11:50:00,13.99,85.79,11.66,,
217,05/03/2025 12:00:00,13.84,87.06,11.74,,
218,05/03/2025 12:10:00,13.79,87.23,11.72,,
219,05/03/2025 12:20:00,13.72,87.26,11.65,,
220,05/03/2025 12:30:00,13.68,87.66,11.68,,
221,05/03/2025 12:40:00,13.60,87.99,11.66,,
222,05/03/2025 12:50:00,13.59,89.04,11.84,,
223,05/03/2025 13:00:00,13.66,89.09,11.92,,
224,05/03/2025 13:10:00,13.81,88.98,12.04,,
225,05/03/2025 13:20:00,14.12,88.02,12.18,,
226,05/03/2025 13:30:00,14.53,86.43,12.31,,
227,05/03/2025 13:40:00,14.83,85.43,12.42,,
228,05/03/2025 13:50:00,15.09,84.79,12.57,,
229,05/03/2025 14:00:00,15.35,84.18,12.71,,
230,05/03/2025 14:10:00,15.73,84.61,13.17,,
231,05/03/2025 14:20:00,16.41,79.45,12.87,,
232,05/03/2025 14:30:00,17.16,74.42,12.59,,
233,05/03/2025 14:40:00,17.37,73.10,12.52,,
234,05/03/2025 14:50:00,17.34,70.46,11.93,,
235,05/03/2025 15:00:00,17.40,70.37,11.97,,
236,05/03/2025 15:10:00,17.55,71.95,12.46,,
237,05/03/2025 15:20:00,17.76,67.86,11.77,,
238,05/03/2025 15:30:00,17.79,71.07,12.49,,
239,05/03/2025 15:40:00,17.81,69.84,12.25,,
240,05/03/2025 15:50:00,17.67,69.15,11.96,,
241,05/03/2025 16:00:00,17.93,69.66,12.32,,
242,05/03/2025 16:10:00,18.13,67.58,12.05,,
243,05/03/2025 16:20:00,18.00,68.77,12.20,,
244,05/03/2025 16:30:00,17.98,68.14,12.03,,
245,05/03/2025 16:40:00,18.09,69.01,12.34,,
246,05/03/2025 16:50:00,18.21,68.27,12.28,,
247,05/03/2025 17:00:00,18.26,66.55,11.95,,
248,05/03/2025 17:10:00,18.30,67.59,12.22,,
249,05/03/2025 17:20:00,18.23,68.40,12.34,,
250,05/03/2025 17:30:00,18.21,66.73,11.94,,
251,05/03/2025 17:40:00,18.21,68.82,12.41,,
252,05/03/2025 17:50:00,18.22,70.27,12.74,,
253,05/03/2025 18:00:00,18.30,66.38,11.95,,
254,05/03/2025 18:10:00,18.56,66.69,12.26,,
255,05/03/2025 18:20:00,18.55,66.78,12.28,,
256,05/03/2025 18:30:00,18.25,67.54,12.16,,
257,05/03/2025 18:40:00,17.87,69.21,12.17,,
258,05/03/2025 18:50:00,17.80,69.35,12.13,,
259,05/03/2025 19:00:00,17.56,70.73,12.20,,
260,05/03/2025 19:10:00,17.22,71.51,12.04,,
261,05/03/2025 19:20:00,17.02,73.23,12.20,,
262,05/03/2025 19:30:00,16.82,74.51,12.28,,
263,05/03/2025 19:40:00,16.58,75.28,12.21,,
264,05/03/2025 19:50:00,16.36,70.68,11.04,,
265,05/03/2025 20:00:00,14.93,78.45,11.23,,
266,05/03/2025 20:10:00,13.39,82.75,10.53,,
267,05/03/2025 20:20:00,12.57,86.56,10.40,,
268,05/03/2025 20:30:00,12.03,89.94,10.45,,
269,05/03/2025 20:40:00,11.77,91.11,10.38,,
270,05/03/2025 20:50:00,11.69,92.63,10.55,,
271,05/03/2025 21:00:00,11.64,93.40,10.62,,
272,05/03/2025 21:10:00,11.59,93.53,10.60,,
273,05/03/2025 21:20:00,11.55,94.04,10.63,,
274,05/03/2025 21:30:00,11.55,94.36,10.69,,
275,05/03/2025 21:40:00,11.55,94.56,10.72,,
276,05/03/2025 21:50:00,11.57,94.84,10.78,,
277,05/03/2025 22:00:00,11.57,94.74,10.77,,
278,05/03/2025 22:10:00,11.55,94.98,10.79,,
279,05/03/2025 22:20:00,11.52,94.71,10.72,,
280,05/03/2025 22:30:00,11.48,94.89,10.70,,
281,05/03/2025 22:40:00,11.42,95.00,10.66,,
282,05/03/2025 22:50:00,11.40,95.10,10.65,,
283,05/03/2025 23:00:00,11.38,95.09,10.64,,
284,05/03/2025 23:10:00,11.32,94.96,10.55,,
285,05/03/2025 23:20:00,11.18,94.51,10.34,,
286,05/03/2025 23:30:00,11.01,94.53,10.18,,
287,05/03/2025 23:40:00,10.93,95.34,10.22,,
288,05/03/2025 23:50:00,10.94,95.87,10.32,,
289,05/04/2025 00:00:00,11.00,96.04,10.40,,
290,05/04/2025 00:10:00,11.07,96.21,10.50,,
291,05/04/2025 00:20:00,11.15,96.20,10.58,,
292,05/04/2025 00:30:00,11.17,96.12,10.59,,
293,05/04/2025 00:40:00,11.16,95.92,10.55,,
294,05/04/2025 00:50:00,11.15,96.07,10.56,,
295,05/04/2025 01:00:00,11.16,95.84,10.53,,
296,05/04/2025 01:10:00,11.12,95.07,10.37,,
297,05/04/2025 01:20:00,11.01,93.56,10.02,,
298,05/04/2025 01:30:00,10.88,94.32,10.02,,
299,05/04/2025 01:40:00,10.73,94.38,9.88,,
300,05/04/2025 01:50:00,10.58,93.87,9.64,,
301,05/04/2025 02:00:00,10.42,93.73,9.46,,
302,05/04/2025 02:10:00,10.29,93.94,9.37,,
303,05/04/2025 02:20:00,10.14,94.54,9.31,,
304,05/04/2025 02:30:00,10.05,94.69,9.25,,
305,05/04/2025 02:40:00,9.97,94.40,9.12,,
306,05/04/2025 02:50:00,9.81,93.54,8.83,,
307,05/04/2025 03:00:00,9.65,94.20,8.77,,
308,05/04/2025 03:10:00,9.44,93.13,8.39,,
309,05/04/2025 03:20:00,9.21,93.46,8.22,,
310,05/04/2025 03:30:00,8.98,93.36,7.98,,
311,05/04/2025 03:40:00,8.72,93.22,7.69,,
312,05/04/2025 03:50:00,8.55,95.07,7.82,,
313,05/04/2025 04:00:00,8.57,95.80,7.95,,
314,05/04/2025 04:10:00,8.61,95.56,7.95,,
315,05/04/2025 04:20:00,8.63,92.90,7.56,,
316,05/04/2025 04:30:00,8.51,91.05,7.14,,
317,05/04/2025 04:40:00,8.35,91.02,6.98,,
318,05/04/2025 04:50:00,8.14,91.29,6.81,,
319,05/04/2025 05:00:00,7.75,88.03,5.90,,
320,05/04/2025 05:10:00,7.23,88.57,5.48,,
321,05/04/2025 05:20:00,6.86,89.44,5.25,,
322,05/04/2025 05:30:00,6.48,90.11,4.99,,
323,05/04/2025 05:40:00,6.18,91.41,4.89,,
324,05/04/2025 05:50:00,5.90,91.09,4.56,,
325,05/04/2025 06:00:00,5.67,93.15,4.66,,
326,05/04/2025 06:10:00,5.47,93.81,4.55,,
327,05/04/2025 06:20:00,5.33,94.81,4.57,,
328,05/04/2025 06:30:00,5.36,96.05,4.78,,
329,05/04/2025 06:40:00,5.55,96.43,5.03,,
330,05/04/2025 06:50:00,5.73,95.76,5.11,,
331,05/04/2025 07:00:00,5.85,95.37,5.17,,
332,05/04/2025 07:10:00,5.91,93.36,4.93,,
333,05/04/2025 07:20:00,5.94,93.01,4.90,,
334,05/04/2025 07:30:00,5.90,92.62,4.81,,
335,05/04/2025 07:40:00,5.94,92.71,4.85,,
336,05/04/2025 07:50:00,6.00,91.33,4.70,,
337,05/04/2025 08:00:00,6.19,91.51,4.91,,
338,05/04/2025 08:10:00,6.36,90.01,4.84,,
339,05/04/2025 08:20:00,6.40,90.64,4.98,,
340,05/04/2025 08:30:00,6.48,89.02,4.80,,
341,05/04/2025 08:40:00,6.55,85.29,4.27,,
342,05/04/2025 08:50:00,6.69,88.05,4.85,,
343,05/04/2025 09:00:00,6.92,83.26,4.28,,
344,05/04/2025 09:10:00,7.02,83.10,4.36,,
345,05/04/2025 09:20:00,7.08,80.98,4.04,,
346,05/04/2025 09:30:00,7.13,80.51,4.01,,
347,05/04/2025 09:40:00,7.22,83.56,4.63,,
348,05/04/2025 09:50:00,7.34,78.10,3.78,,
349,05/04/2025 10:00:00,7.42,83.21,4.77,,
350,05/04/2025 10:10:00,7.50,81.04,4.47,,
351,05/04/2025 10:20:00,7.66,78.14,4.10,,
352,05/04/2025 10:30:00,7.72,76.31,3.82,,
353,05/04/2025 10:40:00,7.78,79.45,4.46,,
354,05/04/2025 10:50:00,8.06,74.40,3.79,,
355,05/04/2025 11:00:00,8.17,75.03,4.02,,
356,05/04/2025 11:10:00,8.23,73.54,3.79,,
357,05/04/2025 11:20:00,8.30,73.81,3.91,,
358,05/04/2025 11:30:00,8.52,72.00,3.77,,
359,05/04/2025 11:40:00,8.55,71.66,3.73,,
360,05/04/2025 11:50:00,8.66,71.01,3.71,,
361,05/04/2025 12:00:00,8.84,67.85,3.24,,
362,05/04/2025 12:10:00,9.07,69.95,3.89,,
363,05/04/2025 12:20:00,9.24,66.58,3.35,,
364,05/04/2025 12:30:00,9.32,69.62,4.06,,
365,05/04/2025 12:40:00,9.18,70.79,4.16,,
366,05/04/2025 12:50:00,9.41,69.10,4.04,,
367,05/04/2025 13:00:00,9.83,66.51,3.90,,
368,05/04/2025 13:10:00,9.97,63.94,3.48,,
369,05/04/2025 13:20:00,10.11,67.21,4.31,,
370,05/04/2025 13:30:00,10.35,60.44,3.04,,
371,05/04/2025 13:40:00,10.62,65.70,4.47,,
372,05/04/2025 13:50:00,10.75,61.34,3.62,,
373,05/04/2025 14:00:00,10.73,62.07,3.77,,
374,05/04/2025 14:10:00,11.48,61.33,4.31,,
375,05/04/2025 14:20:00,11.84,59.67,4.26,,
376,05/04/2025 14:30:00,12.03,58.73,4.21,,
377,05/04/2025 14:40:00,11.96,57.39,3.82,,
378,05/04/2025 14:50:00,12.10,56.72,3.78,,
379,05/04/2025 15:00:00,11.78,60.24,4.34,,
380,05/04/2025 15:10:00,11.44,62.43,4.53,,
381,05/04/2025 15:20:00,11.55,60.59,4.20,,
382,05/04/2025 15:30:00,11.39,59.52,3.80,,
383,05/04/2025 15:40:00,11.36,58.57,3.54,,
384,05/04/2025 15:50:00,11.55,58.61,3.73,,
385,05/04/2025 16:00:00,11.81,57.17,3.62,,
386,05/04/2025 16:10:00,11.45,60.13,4.00,,
387,05/04/2025 16:20:00,11.39,60.04,3.92,,
388,05/04/2025 16:30:00,11.46,59.28,3.81,,
389,05/04/2025 16:40:00,11.48,58.50,3.63,,
390,05/04/2025 16:50:00,11.64,60.38,4.24,,
391,05/04/2025 17:00:00,11.77,58.62,3.94,,
392,05/04/2025 17:10:00,12.08,54.90,3.30,,
393,05/04/2025 17:20:00,12.22,55.09,3.48,,
394,05/04/2025 17:30:00,12.15,56.39,3.75,,
395,05/04/2025 17:40:00,11.83,57.69,3.77,,
396,05/04/2025 17:50:00,11.56,58.11,3.62,,
397,05/04/2025 18:00:00,11.17,56.66,2.90,,
398,05/04/2025 18:10:00,10.97,57.68,2.96,,
399,05/04/2025 18:20:00,11.08,55.34,2.48,,
400,05/04/2025 18:30:00,11.08,54.89,2.36,,
401,05/04/2025 18:40:00,10.94,58.92,3.24,,
402,05/04/2025 18:50:00,10.79,60.86,3.55,,
403,05/04/2025 19:00:00,10.62,60.47,3.29,,
404,05/04/2025 19:10:00,10.46,64.35,4.03,,
405,05/04/2025 19:20:00,10.29,63.65,3.71,,
406,05/04/2025 19:30:00,10.25,64.48,3.86,,
407,05/04/2025 19:40:00,10.27,59.63,2.77,,
408,05/04/2025 19:50:00,10.22,62.18,3.31,,
409,05/04/2025 20:00:00,10.08,65.73,3.97,,
410,05/04/2025 20:10:00,9.83,73.98,5.42,,
411,05/04/2025 20:20:00,9.43,74.48,5.13,,
412,05/04/2025 20:30:00,8.97,75.14,4.82,,
413,05/04/2025 20:40:00,8.66,76.11,4.69,,
414,05/04/2025 20:50:00,8.42,77.69,4.76,,
415,05/04/2025 21:00:00,8.44,76.95,4.64,,
416,05/04/2025 21:10:00,8.51,75.46,4.43,,
417,05/04/2025 21:20:00,8.55,75.62,4.50,,
418,05/04/2025 21:30:00,8.61,69.52,3.36,,
419,05/04/2025 21:40:00,8.62,70.68,3.61,,
420,05/04/2025 21:50:00,8.61,68.15,3.08,,
421,05/04/2025 22:00:00,8.60,68.56,3.16,,
422,05/04/2025 22:10:00,8.47,75.20,4.34,,
423,05/04/2025 22:20:00,8.28,71.82,3.50,,
424,05/04/2025 22:30:00,8.18,76.61,4.32,,
425,05/04/2025 22:40:00,8.01,77.85,4.39,,
426,05/04/2025 22:50:00,7.79,76.02,3.84,,
427,05/04/2025 23:00:00,7.71,78.14,4.15,,
428,05/04/2025 23:10:00,7.65,80.58,4.53,,
429,05/04/2025 23:20:00,7.59,79.44,4.27,,
430,05/04/2025 23:30:00,7.55,79.97,4.32,,
431,05/04/2025 23:40:00,7.51,80.97,4.46,,
432,05/04/2025 23:50:00,7.48,78.88,4.06,,
433,05/05/2025 00:00:00,7.52,74.46,3.28,,
434,05/05/2025 00:10:00,7.64,73.70,3.25,,
435,05/05/2025 00:20:00,7.61,75.12,3.50,,
436,05/05/2025 00:30:00,7.46,75.78,3.47,,
437,05/05/2025 00:40:00,7.34,78.36,3.83,,
438,05/05/2025 00:50:00,7.19,81.58,4.26,,
439,05/05/2025 01:00:00,7.12,78.20,3.59,,
440,05/05/2025 01:10:00,7.08,80.74,4.01,,
441,05/05/2025 01:20:00,7.03,81.78,4.14,,
442,05/05/2025 01:30:00,7.02,77.26,3.32,,
443,05/05/2025 01:40:00,6.99,78.11,3.45,,
444,05/05/2025 01:50:00,6.97,75.15,2.88,,
445,05/05/2025 02:00:00,6.98,73.67,2.61,,
446,05/05/2025 02:10:00,6.99,75.49,2.96,,
447,05/05/2025 02:20:00,6.97,72.05,2.29,,
448,05/05/2025 02:30:00,6.84,73.72,2.49,,
449,05/05/2025 02:40:00,6.68,72.00,2.00,,
450,05/05/2025 02:50:00,6.50,76.17,2.61,,
451,05/05/2025 03:00:00,6.23,76.03,2.32,,
452,05/05/2025 03:10:00,6.02,76.73,2.25,,
453,05/05/2025 03:20:00,5.82,79.67,2.58,,
454,05/05/2025 03:30:00,5.68,78.40,2.22,,
455,05/05/2025 03:40:00,5.65,82.42,2.89,,
456,05/05/2025 03:50:00,5.65,82.45,2.90,,
457,05/05/2025 04:00:00,5.62,82.14,2.82,,
458,05/05/2025 04:10:00,5.54,82.78,2.86,,
459,05/05/2025 04:20:00,5.48,81.48,2.57,,
460,05/05/2025 04:30:00,5.49,80.35,2.38,,
461,05/05/2025 04:40:00,5.51,82.79,2.82,,
462,05/05/2025 04:50:00,5.48,82.93,2.81,,
463,05/05/2025 05:00:00,5.32,82.54,2.59,,
464,05/05/2025 05:10:00,5.07,83.20,2.46,,
465,05/05/2025 05:20:00,4.78,84.74,2.43,,
466,05/05/2025 05:30:00,4.40,86.07,2.28,,
467,05/05/2025 05:40:00,4.09,87.66,2.23,,
468,05/05/2025 05:50:00,4.00,88.19,2.22,,
469,05/05/2025 06:00:00,3.88,88.97,2.23,,
470,05/05/2025 06:10:00,3.94,89.20,2.32,,
471,05/05/2025 06:20:00,3.91,89.14,2.29,,
472,05/05/2025 06:30:00,3.82,89.47,2.25,,
473,05/05/2025 06:40:00,3.72,90.72,2.35,,
474,05/05/2025 06:50:00,3.79,91.10,2.47,,
475,05/05/2025 07:00:00,4.19,90.66,2.81,,
476,05/05/2025 07:10:00,4.62,89.10,2.98,,
477,05/05/2025 07:20:00,4.84,88.71,3.14,,
478,05/05/2025 07:30:00,5.01,88.06,3.21,,
479,05/05/2025 07:40:00,5.22,87.51,3.32,,
