#,Date-Time (CEST/CET),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,End of File
41,07/13/2025 06:40:00,13.83,93.28,12.78,,
42,07/13/2025 06:50:00,13.91,93.35,12.87,,
43,07/13/2025 07:00:00,13.99,93.44,12.97,,
44,07/13/2025 07:10:00,14.19,93.53,13.18,,
45,07/13/2025 07:20:00,14.24,93.41,13.21,,
46,07/13/2025 07:30:00,14.23,93.23,13.17,,
47,07/13/2025 07:40:00,14.25,93.23,13.19,,
48,07/13/2025 07:50:00,14.23,93.15,13.16,,
49,07/13/2025 08:00:00,14.22,93.19,13.15,,
50,07/13/2025 08:10:00,14.27,93.27,13.22,,
51,07/13/2025 08:20:00,14.35,93.31,13.30,,
52,07/13/2025 08:30:00,14.42,93.37,13.38,,
53,07/13/2025 08:40:00,14.56,93.48,13.54,,
54,07/13/2025 08:50:00,14.77,93.45,13.74,,
55,07/13/2025 09:00:00,14.89,93.49,13.87,,
56,07/13/2025 09:10:00,14.95,93.11,13.86,,
57,07/13/2025 09:20:00,14.91,93.11,13.82,,
58,07/13/2025 09:30:00,14.99,93.22,13.92,,
59,07/13/2025 09:40:00,14.95,92.82,13.81,,
60,07/13/2025 09:50:00,14.98,92.99,13.87,,
61,07/13/2025 10:00:00,15.19,93.41,14.16,,
62,07/13/2025 10:10:00,15.54,93.64,14.53,,
63,07/13/2025 10:20:00,16.02,93.97,15.07,,
64,07/13/2025 10:30:00,16.48,93.08,15.38,,
65,07/13/2025 10:40:00,16.65,92.56,15.46,,
66,07/13/2025 10:50:00,16.81,91.89,15.51,,
67,07/13/2025 11:00:00,16.99,91.89,15.68,,
68,07/13/2025 11:10:00,17.43,92.00,16.13,,
69,07/13/2025 11:20:00,17.70,87.65,15.65,,
70,07/13/2025 11:30:00,17.59,87.40,15.49,,
71,07/13/2025 11:40:00,17.39,87.42,15.30,,
72,07/13/2025 11:50:00,17.38,89.91,15.73,,
73,07/13/2025 12:00:00,17.55,87.25,15.43,,
74,07/13/2025 12:10:00,17.74,89.25,15.96,,
75,07/13/2025 12:20:00,18.12,87.53,16.04,,
76,07/13/2025 12:30:00,18.55,85.70,16.13,,
77,07/13/2025 12:40:00,18.84,83.64,16.03,,
78,07/13/2025 12:50:00,18.87,85.26,16.37,,
79,07/13/2025 13:00:00,18.89,85.61,16.45,,
80,07/13/2025 13:10:00,18.84,83.62,16.03,,
81,07/13/2025 13:20:00,18.83,82.28,15.77,,
82,07/13/2025 13:30:00,18.85,83.87,16.09,,
83,07/13/2025 13:40:00,18.87,83.55,16.05,,
84,07/13/2025 13:50:00,18.74,84.50,16.10,,
85,07/13/2025 14:00:00,18.87,84.35,16.20,,
86,07/13/2025 14:10:00,19.17,84.53,16.53,,
87,07/13/2025 14:20:00,19.30,82.96,16.36,,
88,07/13/2025 14:30:00,19.75,77.08,15.64,,
89,07/13/2025 14:40:00,20.18,76.18,15.87,,
90,07/13/2025 14:50:00,20.59,73.89,15.79,,
91,07/13/2025 15:00:00,20.71,76.88,16.53,,
92,07/13/2025 15:10:00,20.71,75.99,16.34,,
93,07/13/2025 15:20:00,20.81,71.60,15.52,,
94,07/13/2025 15:30:00,20.92,75.92,16.54,,
95,07/13/2025 15:40:00,21.55,77.53,17.48,,
96,07/13/2025 15:50:00,22.65,68.91,16.67,,
97,07/13/2025 16:00:00,23.16,64.94,16.23,,
98,07/13/2025 16:10:00,23.22,67.83,16.97,,
99,07/13/2025 16:20:00,23.01,64.08,15.88,,
100,07/13/2025 16:30:00,22.82,64.50,15.80,,
101,07/13/2025 16:40:00,22.71,64.48,15.69,,
102,07/13/2025 16:50:00,22.50,68.29,16.39,,
103,07/13/2025 17:00:00,22.23,66.98,15.83,,
104,07/13/2025 17:10:00,22.06,71.07,16.59,,
105,07/13/2025 17:20:00,21.91,68.14,15.79,,
106,07/13/2025 17:30:00,21.80,68.05,15.66,,
107,07/13/2025 17:40:00,21.87,71.71,16.55,,
108,07/13/2025 17:50:00,21.82,73.31,16.86,,
109,07/13/2025 18:00:00,21.74,72.64,16.63,,
110,07/13/2025 18:10:00,21.65,74.75,17.00,,
111,07/13/2025 18:20:00,21.48,74.94,16.87,,
112,07/13/2025 18:30:00,21.31,73.47,16.39,,
113,07/13/2025 18:40:00,21.17,68.15,15.08,,
114,07/13/2025 18:50:00,21.10,73.93,16.30,,
115,07/13/2025 19:00:00,21.14,71.61,15.83,,
116,07/13/2025 19:10:00,21.23,70.12,15.59,,
117,07/13/2025 19:20:00,21.08,73.57,16.20,,
118,07/13/2025 19:30:00,20.77,76.54,16.52,,
119,07/13/2025 19:40:00,20.64,75.26,16.13,,
120,07/13/2025 19:50:00,20.55,77.31,16.46,,
121,07/13/2025 20:00:00,20.43,79.80,16.84,,
122,07/13/2025 20:10:00,20.25,75.74,15.85,,
123,07/13/2025 20:20:00,20.00,79.25,16.32,,
124,07/13/2025 20:30:00,19.75,80.42,16.31,,
125,07/13/2025 20:40:00,19.52,81.18,16.23,,
126,07/13/2025 20:50:00,19.23,82.20,16.14,,
127,07/13/2025 21:00:00,18.87,80.40,15.45,,
128,07/13/2025 21:10:00,18.49,79.84,14.96,,
129,07/13/2025 21:20:00,18.20,82.64,15.22,,
130,07/13/2025 21:30:00,17.92,81.88,14.80,,
131,07/13/2025 21:40:00,17.67,83.32,14.83,,
132,07/13/2025 21:50:00,17.45,84.25,14.78,,
133,07/13/2025 22:00:00,17.14,83.87,14.40,,
134,07/13/2025 22:10:00,16.89,84.79,14.33,,
135,07/13/2025 22:20:00,16.59,84.80,14.04,,
136,07/13/2025 22:30:00,16.33,85.73,13.96,,
137,07/13/2025 22:40:00,16.13,86.53,13.90,,
138,07/13/2025 22:50:00,15.93,86.81,13.76,,
139,07/13/2025 23:00:00,15.75,86.85,13.59,,
140,07/13/2025 23:10:00,15.55,87.79,13.55,,
141,07/13/2025 23:20:00,15.38,87.61,13.35,,
142,07/13/2025 23:30:00,15.23,88.28,13.32,,
143,07/13/2025 23:40:00,15.09,88.55,13.23,,
144,07/13/2025 23:50:00,14.98,88.71,13.15,,
145,07/14/2025 00:00:00,14.88,88.80,13.07,,
146,07/14/2025 00:10:00,14.81,89.13,13.05,,
147,07/14/2025 00:20:00,14.72,89.26,12.99,,
148,07/14/2025 00:30:00,14.66,89.34,12.94,,
149,07/14/2025 00:40:00,14.65,89.46,12.95,,
150,07/14/2025 00:50:00,14.63,89.27,12.90,,
151,07/14/2025 01:00:00,14.60,89.16,12.86,,
152,07/14/2025 01:10:00,14.55,89.20,12.81,,
153,07/14/2025 01:20:00,14.54,89.69,12.88,,
154,07/14/2025 01:30:00,14.53,89.65,12.87,,
155,07/14/2025 01:40:00,14.51,89.77,12.86,,
156,07/14/2025 01:50:00,14.50,89.85,12.87,,
157,07/14/2025 02:00:00,14.57,90.03,12.97,,
158,07/14/2025 02:10:00,14.71,89.82,13.08,,
159,07/14/2025 02:20:00,14.78,89.76,13.13,,
160,07/14/2025 02:30:00,14.86,89.34,13.14,,
161,07/14/2025 02:40:00,14.87,89.06,13.10,,
162,07/14/2025 02:50:00,14.93,88.94,13.14,,
163,07/14/2025 03:00:00,14.91,88.56,13.05,,
164,07/14/2025 03:10:00,14.89,88.39,13.01,,
165,07/14/2025 03:20:00,14.81,87.85,12.83,,
166,07/14/2025 03:30:00,14.80,88.02,12.85,,
167,07/14/2025 03:40:00,14.66,88.17,12.74,,
168,07/14/2025 03:50:00,14.57,88.10,12.64,,
169,07/14/2025 04:00:00,14.48,88.18,12.56,,
170,07/14/2025 04:10:00,14.36,87.95,12.40,,
171,07/14/2025 04:20:00,14.24,87.72,12.25,,
172,07/14/2025 04:30:00,14.12,88.30,12.23,,
173,07/14/2025 04:40:00,13.99,88.50,12.14,,
174,07/14/2025 04:50:00,13.86,88.53,12.02,,
175,07/14/2025 05:00:00,13.80,88.94,12.02,,
176,07/14/2025 05:10:00,13.77,89.09,12.02,,
177,07/14/2025 05:20:00,13.67,89.70,12.03,,
178,07/14/2025 05:30:00,13.63,89.57,11.96,,
179,07/14/2025 05:40:00,13.56,89.35,11.86,,
180,07/14/2025 05:50:00,13.54,89.68,11.90,,
181,07/14/2025 06:00:00,13.49,89.72,11.85,,
182,07/14/2025 06:10:00,13.58,89.98,11.98,,
183,07/14/2025 06:20:00,13.60,90.50,12.09,,
184,07/14/2025 06:30:00,13.76,90.91,12.31,,
185,07/14/2025 06:40:00,13.89,90.58,12.39,,
186,07/14/2025 06:50:00,14.07,90.40,12.54,,
187,07/14/2025 07:00:00,14.29,90.42,12.76,,
188,07/14/2025 07:10:00,14.45,90.42,12.92,,
189,07/14/2025 07:20:00,14.69,89.08,12.93,,
190,07/14/2025 07:30:00,15.22,89.15,13.46,,
191,07/14/2025 07:40:00,16.21,85.99,13.89,,
192,07/14/2025 07:50:00,16.93,84.31,14.29,,
193,07/14/2025 08:00:00,17.66,83.04,14.77,,
194,07/14/2025 08:10:00,18.47,79.22,14.82,,
195,07/14/2025 08:20:00,19.44,74.78,14.87,,
196,07/14/2025 08:30:00,20.29,74.35,15.60,,
197,07/14/2025 08:40:00,21.05,69.83,15.35,,
198,07/14/2025 08:50:00,21.78,65.16,14.97,,
199,07/14/2025 09:00:00,22.17,67.28,15.84,,
200,07/14/2025 09:10:00,22.62,62.49,15.11,,
201,07/14/2025 09:20:00,23.12,62.60,15.61,,
202,07/14/2025 09:30:00,23.77,57.75,14.97,,
203,07/14/2025 09:40:00,24.34,58.55,15.72,,
204,07/14/2025 09:50:00,24.59,54.23,14.75,,
205,07/14/2025 10:00:00,24.58,52.61,14.27,,
206,07/14/2025 10:10:00,24.75,55.36,15.22,,
207,07/14/2025 10:20:00,24.80,56.18,15.50,,
208,07/14/2025 10:30:00,24.99,55.69,15.53,,
209,07/14/2025 10:40:00,25.23,57.65,16.31,,
210,07/14/2025 10:50:00,25.12,52.28,14.67,,
211,07/14/2025 11:00:00,24.92,55.56,15.44,,
212,07/14/2025 11:10:00,24.66,55.61,15.21,,
213,07/14/2025 11:20:00,24.50,56.92,15.42,,
214,07/14/2025 11:30:00,24.49,57.03,15.45,,
215,07/14/2025 11:40:00,24.50,53.36,14.42,,
216,07/14/2025 11:50:00,24.57,57.67,15.69,,
217,07/14/2025 12:00:00,24.36,59.30,15.94,,
218,07/14/2025 12:10:00,24.31,58.29,15.62,,
219,07/14/2025 12:20:00,24.21,60.47,16.10,,
220,07/14/2025 12:30:00,24.21,53.70,14.25,,
221,07/14/2025 12:40:00,24.43,52.82,14.19,,
222,07/14/2025 12:50:00,24.53,57.45,15.59,,
223,07/14/2025 13:00:00,24.74,61.06,16.75,,
224,07/14/2025 13:10:00,24.65,51.23,13.93,,
225,07/14/2025 13:20:00,24.42,54.49,14.67,,
226,07/14/2025 13:30:00,24.31,59.07,15.82,,
227,07/14/2025 13:40:00,23.76,62.18,16.12,,
228,07/14/2025 13:50:00,23.11,53.60,13.20,,
229,07/14/2025 14:00:00,22.41,67.69,16.17,,
230,07/14/2025 14:10:00,21.59,72.87,16.53,,
231,07/14/2025 14:20:00,20.98,74.01,16.19,,
232,07/14/2025 14:30:00,20.64,74.43,15.96,,
233,07/14/2025 14:40:00,20.54,76.91,16.37,,
234,07/14/2025 14:50:00,20.49,76.28,16.20,,
235,07/14/2025 15:00:00,20.55,68.35,14.53,,
236,07/14/2025 15:10:00,20.73,66.61,14.31,,
237,07/14/2025 15:20:00,20.81,70.45,15.26,,
238,07/14/2025 15:30:00,20.74,70.38,15.18,,
239,07/14/2025 15:40:00,20.55,72.71,15.50,,
240,07/14/2025 15:50:00,20.32,74.64,15.69,,
241,07/14/2025 16:00:00,20.24,74.05,15.48,,
242,07/14/2025 16:10:00,20.32,76.34,16.04,,
243,07/14/2025 16:20:00,20.44,75.11,15.90,,
244,07/14/2025 16:30:00,20.61,74.95,16.04,,
245,07/14/2025 16:40:00,20.83,70.21,15.22,,
246,07/14/2025 16:50:00,20.99,70.75,15.49,,
247,07/14/2025 17:00:00,20.99,72.31,15.83,,
248,07/14/2025 17:10:00,21.02,71.22,15.63,,
249,07/14/2025 17:20:00,21.14,69.84,15.44,,
250,07/14/2025 17:30:00,21.25,68.96,15.35,,
251,07/14/2025 17:40:00,21.40,68.61,15.41,,
252,07/14/2025 17:50:00,21.53,72.07,16.31,,
253,07/14/2025 18:00:00,21.53,70.57,15.98,,
254,07/14/2025 18:10:00,21.52,71.96,16.27,,
255,07/14/2025 18:20:00,21.54,72.24,16.36,,
256,07/14/2025 18:30:00,21.55,76.30,17.23,,
257,07/14/2025 18:40:00,21.55,76.70,17.31,,
258,07/14/2025 18:50:00,21.50,76.50,17.22,,
259,07/14/2025 19:00:00,21.47,76.28,17.14,,
260,07/14/2025 19:10:00,21.51,77.41,17.42,,
261,07/14/2025 19:20:00,21.58,75.79,17.14,,
262,07/14/2025 19:30:00,21.50,75.26,16.96,,
263,07/14/2025 19:40:00,21.36,73.19,16.39,,
264,07/14/2025 19:50:00,21.28,73.33,16.33,,
265,07/14/2025 20:00:00,21.20,73.53,16.30,,
266,07/14/2025 20:10:00,21.13,74.96,16.53,,
267,07/14/2025 20:20:00,21.01,74.71,16.37,,
268,07/14/2025 20:30:00,20.77,75.87,16.38,,
269,07/14/2025 20:40:00,20.62,75.58,16.18,,
270,07/14/2025 20:50:00,20.47,76.71,16.26,,
271,07/14/2025 21:00:00,20.25,76.76,16.06,,
272,07/14/2025 21:10:00,20.00,77.94,16.06,,
273,07/14/2025 21:20:00,19.72,78.06,15.81,,
274,07/14/2025 21:30:00,19.38,78.95,15.65,,
275,07/14/2025 21:40:00,19.13,79.94,15.61,,
276,07/14/2025 21:50:00,18.83,79.89,15.31,,
277,07/14/2025 22:00:00,18.52,80.56,15.13,,
278,07/14/2025 22:10:00,18.27,80.74,14.93,,
279,07/14/2025 22:20:00,18.13,80.72,14.79,,
280,07/14/2025 22:30:00,18.05,79.97,14.56,,
281,07/14/2025 22:40:00,17.99,79.36,14.39,,
282,07/14/2025 22:50:00,17.84,81.01,14.56,,
283,07/14/2025 23:00:00,17.73,81.24,14.49,,
284,07/14/2025 23:10:00,17.63,82.05,14.55,,
285,07/14/2025 23:20:00,17.51,82.90,14.59,,
286,07/14/2025 23:30:00,17.48,83.48,14.67,,
287,07/14/2025 23:40:00,17.56,83.97,14.84,,
288,07/14/2025 23:50:00,17.65,84.06,14.94,,
289,07/15/2025 00:00:00,17.69,84.30,15.03,,
290,07/15/2025 00:10:00,17.69,84.32,15.03,,
291,07/15/2025 00:20:00,17.60,84.58,14.99,,
292,07/15/2025 00:30:00,17.59,85.03,15.06,,
293,07/15/2025 00:40:00,17.55,85.35,15.09,,
294,07/15/2025 00:50:00,17.53,85.39,15.07,,
295,07/15/2025 01:00:00,17.53,85.57,15.11,,
296,07/15/2025 01:10:00,17.52,85.20,15.03,,
297,07/15/2025 01:20:00,17.50,85.22,15.01,,
298,07/15/2025 01:30:00,17.54,85.31,15.07,,
299,07/15/2025 01:40:00,17.50,85.40,15.04,,
300,07/15/2025 01:50:00,17.37,85.65,14.96,,
301,07/15/2025 02:00:00,17.28,85.58,14.85,,
302,07/15/2025 02:10:00,17.15,85.76,14.76,,
303,07/15/2025 02:20:00,17.10,85.80,14.73,,
304,07/15/2025 02:30:00,17.05,86.18,14.74,,
305,07/15/2025 02:40:00,16.96,86.28,14.68,,
306,07/15/2025 02:50:00,16.87,86.39,14.60,,
307,07/15/2025 03:00:00,16.77,86.11,14.46,,
308,07/15/2025 03:10:00,16.63,86.35,14.36,,
309,07/15/2025 03:20:00,16.49,86.33,14.22,,
310,07/15/2025 03:30:00,16.35,86.86,14.18,,
311,07/15/2025 03:40:00,16.16,86.96,14.01,,
312,07/15/2025 03:50:00,15.97,87.30,13.88,,
313,07/15/2025 04:00:00,15.82,87.63,13.79,,
314,07/15/2025 04:10:00,15.73,87.93,13.75,,
315,07/15/2025 04:20:00,15.65,88.05,13.69,,
316,07/15/2025 04:30:00,15.55,88.17,13.62,,
317,07/15/2025 04:40:00,15.47,88.38,13.58,,
318,07/15/2025 04:50:00,15.38,88.60,13.52,,
319,07/15/2025 05:00:00,15.32,88.83,13.51,,
320,07/15/2025 05:10:00,15.22,89.01,13.43,,
321,07/15/2025 05:20:00,15.15,88.90,13.35,,
322,07/15/2025 05:30:00,15.08,89.31,13.35,,
323,07/15/2025 05:40:00,15.03,89.56,13.35,,
324,07/15/2025 05:50:00,15.00,89.66,13.33,,
325,07/15/2025 06:00:00,15.00,89.87,13.37,,
326,07/15/2025 06:10:00,15.02,90.06,13.42,,
327,07/15/2025 06:20:00,15.13,90.13,13.54,,
328,07/15/2025 06:30:00,15.31,90.11,13.72,,
329,07/15/2025 06:40:00,15.49,89.97,13.87,,
330,07/15/2025 06:50:00,15.71,89.61,14.02,,
331,07/15/2025 07:00:00,15.99,89.80,14.33,,
332,07/15/2025 07:10:00,16.37,89.44,14.65,,
333,07/15/2025 07:20:00,16.84,88.43,14.93,,
334,07/15/2025 07:30:00,17.19,87.28,15.08,,
335,07/15/2025 07:40:00,17.50,87.00,15.33,,
336,07/15/2025 07:50:00,17.87,84.19,15.18,,
337,07/15/2025 08:00:00,18.18,83.41,15.34,,
338,07/15/2025 08:10:00,18.44,81.16,15.18,,
339,07/15/2025 08:20:00,18.64,82.91,15.70,,
340,07/15/2025 08:30:00,18.77,82.47,15.74,,
341,07/15/2025 08:40:00,18.86,80.16,15.39,,
342,07/15/2025 08:50:00,18.98,79.13,15.30,,
343,07/15/2025 09:00:00,18.95,81.37,15.71,,
344,07/15/2025 09:10:00,18.86,82.40,15.82,,
345,07/15/2025 09:20:00,18.92,80.64,15.53,,
346,07/15/2025 09:30:00,19.09,80.12,15.60,,
347,07/15/2025 09:40:00,19.35,80.10,15.85,,
348,07/15/2025 09:50:00,19.66,78.37,15.81,,
349,07/15/2025 10:00:00,19.97,77.69,15.98,,
350,07/15/2025 10:10:00,20.22,76.19,15.92,,
351,07/15/2025 10:20:00,20.43,76.57,16.19,,
352,07/15/2025 10:30:00,20.78,76.85,16.59,,
353,07/15/2025 10:40:00,21.37,78.09,17.42,,
354,07/15/2025 10:50:00,21.96,74.79,17.31,,
355,07/15/2025 11:00:00,22.37,71.09,16.90,,
356,07/15/2025 11:10:00,22.14,74.91,17.51,,
357,07/15/2025 11:20:00,22.11,74.18,17.32,,
358,07/15/2025 11:30:00,22.68,72.10,17.42,,
359,07/15/2025 11:40:00,22.60,68.68,16.57,,
360,07/15/2025 11:50:00,21.90,73.31,16.93,,
361,07/15/2025 12:00:00,21.81,74.02,17.00,,
362,07/15/2025 12:10:00,21.67,73.70,16.80,,
363,07/15/2025 12:20:00,21.25,77.62,17.21,,
364,07/15/2025 12:30:00,21.14,75.85,16.73,,
365,07/15/2025 12:40:00,20.74,74.87,16.14,,
366,07/15/2025 12:50:00,20.20,77.42,16.15,,
367,07/15/2025 13:00:00,19.99,78.57,16.17,,
368,07/15/2025 13:10:00,20.18,79.23,16.49,,
369,07/15/2025 13:20:00,20.32,76.87,16.15,,
370,07/15/2025 13:30:00,20.10,77.21,16.00,,
371,07/15/2025 13:40:00,20.04,76.92,15.89,,
372,07/15/2025 13:50:00,19.98,75.79,15.60,,
373,07/15/2025 14:00:00,19.62,75.57,15.21,,
374,07/15/2025 14:10:00,19.12,77.85,15.18,,
375,07/15/2025 14:20:00,18.69,79.13,15.02,,
376,07/15/2025 14:30:00,18.66,78.53,14.87,,
377,07/15/2025 14:40:00,18.89,79.35,15.26,,
378,07/15/2025 14:50:00,19.09,79.26,15.43,,
379,07/15/2025 15:00:00,19.12,78.96,15.40,,
380,07/15/2025 15:10:00,19.11,77.96,15.19,,
381,07/15/2025 15:20:00,19.52,76.72,15.34,,
382,07/15/2025 15:30:00,19.83,73.38,14.95,,
383,07/15/2025 15:40:00,19.96,74.44,15.30,,
384,07/15/2025 15:50:00,19.98,72.26,14.85,,
385,07/15/2025 16:00:00,19.91,75.44,15.46,,
386,07/15/2025 16:10:00,19.74,74.18,15.03,,
387,07/15/2025 16:20:00,19.79,73.83,15.00,,
388,07/15/2025 16:30:00,19.84,74.79,15.25,,
389,07/15/2025 16:40:00,19.87,73.20,14.95,,
390,07/15/2025 16:50:00,20.27,70.35,14.72,,
391,07/15/2025 17:00:00,20.26,73.82,15.45,,
392,07/15/2025 17:10:00,20.28,70.86,14.84,,
393,07/15/2025 17:20:00,20.37,64.93,13.58,,
394,07/15/2025 17:30:00,20.40,66.48,13.96,,
395,07/15/2025 17:40:00,20.63,61.22,12.92,,
396,07/15/2025 17:50:00,20.65,64.28,13.69,,
397,07/15/2025 18:00:00,20.74,61.87,13.18,,
398,07/15/2025 18:10:00,20.69,57.76,12.08,,
399,07/15/2025 18:20:00,20.49,65.17,13.75,,
400,07/15/2025 18:30:00,20.29,64.11,13.30,,
401,07/15/2025 18:40:00,20.18,62.17,12.73,,
402,07/15/2025 18:50:00,19.99,62.00,12.51,,
403,07/15/2025 19:00:00,19.82,62.50,12.47,,
404,07/15/2025 19:10:00,19.57,62.72,12.29,,
405,07/15/2025 19:20:00,19.50,64.86,12.73,,
406,07/15/2025 19:30:00,19.36,65.46,12.74,,
407,07/15/2025 19:40:00,19.07,64.35,12.20,,
408,07/15/2025 19:50:00,18.84,67.64,12.75,,
409,07/15/2025 20:00:00,18.69,70.62,13.26,,
410,07/15/2025 20:10:00,18.53,73.57,13.74,,
411,07/15/2025 20:20:00,18.29,75.70,13.95,,
412,07/15/2025 20:30:00,18.02,76.13,13.77,,
413,07/15/2025 20:40:00,17.75,76.35,13.55,,
414,07/15/2025 20:50:00,17.41,77.01,13.36,,
415,07/15/2025 21:00:00,17.14,78.21,13.33,,
416,07/15/2025 21:10:00,16.84,77.77,12.95,,
417,07/15/2025 21:20:00,16.46,76.50,12.33,,
418,07/15/2025 21:30:00,16.11,75.46,11.78,,
419,07/15/2025 21:40:00,15.82,76.71,11.75,,
420,07/15/2025 21:50:00,15.56,78.71,11.89,,
421,07/15/2025 22:00:00,15.31,77.38,11.39,,
422,07/15/2025 22:10:00,15.02,77.62,11.16,,
423,07/15/2025 22:20:00,14.80,79.40,11.28,,
424,07/15/2025 22:30:00,14.60,79.22,11.06,,
425,07/15/2025 22:40:00,14.47,80.97,11.26,,
426,07/15/2025 22:50:00,14.24,79.76,10.81,,
427,07/15/2025 23:00:00,13.97,78.71,10.35,,
428,07/15/2025 23:10:00,13.83,78.12,10.10,,
429,07/15/2025 23:20:00,14.12,78.44,10.44,,
430,07/15/2025 23:30:00,14.30,76.82,10.31,,
431,07/15/2025 23:40:00,14.17,78.68,10.53,,
432,07/15/2025 23:50:00,13.93,80.34,10.61,,
433,07/16/2025 00:00:00,13.68,80.77,10.45,,
434,07/16/2025 00:10:00,13.44,82.20,10.48,,
435,07/16/2025 00:20:00,13.21,82.00,10.22,,
436,07/16/2025 00:30:00,13.07,82.71,10.21,,
437,07/16/2025 00:40:00,13.01,83.48,10.29,,
438,07/16/2025 00:50:00,12.96,84.30,10.39,,
439,07/16/2025 01:00:00,12.99,82.84,10.15,,
440,07/16/2025 01:10:00,12.97,82.99,10.17,,
441,07/16/2025 01:20:00,12.97,83.46,10.25,,
442,07/16/2025 01:30:00,13.02,83.27,10.26,,
443,07/16/2025 01:40:00,13.17,84.03,10.54,,
444,07/16/2025 01:50:00,13.25,82.85,10.42,,
445,07/16/2025 02:00:00,13.31,82.42,10.39,,
446,07/16/2025 02:10:00,13.35,83.47,10.62,,
447,07/16/2025 02:20:00,13.36,82.89,10.53,,
448,07/16/2025 02:30:00,13.35,83.39,10.61,,
449,07/16/2025 02:40:00,13.38,84.77,10.89,,
450,07/16/2025 02:50:00,13.34,82.70,10.47,,
451,07/16/2025 03:00:00,13.36,82.86,10.52,,
452,07/16/2025 03:10:00,13.38,82.58,10.49,,
453,07/16/2025 03:20:00,13.45,84.13,10.84,,
454,07/16/2025 03:30:00,13.45,82.81,10.60,,
455,07/16/2025 03:40:00,13.49,82.44,10.57,,
456,07/16/2025 03:50:00,13.43,82.67,10.55,,
457,07/16/2025 04:00:00,13.39,82.64,10.52,,
458,07/16/2025 04:10:00,13.35,83.16,10.57,,
459,07/16/2025 04:20:00,13.23,83.11,10.44,,
460,07/16/2025 04:30:00,13.02,82.92,10.20,,
461,07/16/2025 04:40:00,12.84,84.24,10.26,,
462,07/16/2025 04:50:00,12.71,83.83,10.06,,
463,07/16/2025 05:00:00,12.65,85.14,10.24,,
464,07/16/2025 05:10:00,12.66,84.29,10.10,,
465,07/16/2025 05:20:00,12.77,83.69,10.09,,
466,07/16/2025 05:30:00,12.86,84.12,10.26,,
467,07/16/2025 05:40:00,12.84,83.69,10.16,,
468,07/16/2025 05:50:00,12.69,83.99,10.06,,
469,07/16/2025 06:00:00,12.50,84.07,9.90,,
470,07/16/2025 06:10:00,12.35,84.80,9.88,,
471,07/16/2025 06:20:00,12.29,85.75,9.98,,
472,07/16/2025 06:30:00,12.27,86.03,10.01,,
473,07/16/2025 06:40:00,12.31,86.28,10.10,,
474,07/16/2025 06:50:00,12.35,86.13,10.11,,
475,07/16/2025 07:00:00,12.50,87.10,10.43,,
476,07/16/2025 07:10:00,12.74,86.68,10.59,,
477,07/16/2025 07:20:00,13.07,86.56,10.89,,
478,07/16/2025 07:30:00,13.63,86.08,11.36,,
479,07/16/2025 07:40:00,14.71,83.02,11.88,,
